participant_id,frame,t_l,med_rt_obs,p_ll_obs,med_rt_prd,p_ll_prd
65,date,64,3.935,0.5,2.8479454189308147,0.8542617131419448
65,date,128,2.77,0.75,2.9017512990361043,0.7603020280487881
68,delay,2,2.33,1,2.47851252275949,0.9990914339284034
68,delay,4,2.6799999999999997,1,2.6166130454374112,0.9973767338701619
68,delay,8,3.295,0.75,2.990014228646201,0.968025879154112
68,delay,16,4.06,0.9090909090909091,3.2435055856645407,0.8681752963889933
68,delay,32,3.435,0.25,3.391600206541378,0.38639013696218427
68,delay,64,2.715,0.5,3.3160720148433995,0.19885705823286406
68,delay,128,2.0599999999999996,0.08333333333333333,3.0214129326770696,0.035945638592631904
68,date,2,2.745,1,2.4675131360877995,0.9991753922743825
68,date,4,2.205,1,2.596839306031088,0.9977228859846148
68,date,8,3.67,0.75,2.95313664625137,0.9741599720962686
68,date,16,4.265000000000001,0.75,3.209069305675926,0.8821924284429263
68,date,32,3.645,0.3333333333333333,3.378172679110939,0.42904760051861135
68,date,64,3.8850000000000002,0.5,3.3368593209115636,0.22964153396121526
68,date,128,3.455,0.16666666666666666,3.04146113265217,0.04081939813312667
70,delay,2,3.5,1,3.2489591543968936,0.9999
70,delay,4,3.44,1,3.349043114333629,0.9999
70,delay,8,3.3899999999999997,1,3.5440788048540597,0.9998754451746484
70,delay,16,3.42,1,3.643714518500803,0.9998288567907545
70,delay,32,4.49,0.9166666666666666,4.128825563131616,0.9978687693377445
70,delay,64,4.95,0.6666666666666666,5.00216124437785,0.9459796404460407
70,delay,128,3.87,0.5833333333333334,5.732400695258589,0.6819307594891241
70,date,2,3.825,1,3.186983342991642,0.9999
70,date,4,3.65,1,3.2302904734571034,0.9999
70,date,8,3.615,1,3.3130936822314325,0.9999
70,date,16,4.085,1,3.3547567930726037,0.9999
70,date,32,3.545,1,3.555315785343289,0.9998654693169856
70,date,64,3.67,0.9166666666666666,3.9535016947203125,0.9987066690933931
70,date,128,3.145,0.75,4.553955346338781,0.9844594128839272
74,delay,2,2.2750000000000004,1,2.263619685712758,0.992938342602125
74,delay,4,2.76,0.9090909090909091,2.5814370641855238,0.7842260172944594
74,delay,8,2.8,0.9090909090909091,2.5451108638019875,0.8721872365615114
74,delay,16,2.515,0.25,2.6158218115640377,0.6617127253754083
74,delay,32,1.93,1,2.4085694685893797,0.9668103151463434
74,delay,64,2.88,0.9090909090909091,2.409508079718822,0.9685847967428926
74,delay,128,2.28,0.09090909090909091,2.5362524617047937,0.8884576357757578
74,date,2,2.295,0.75,2.3074310850412467,0.9888067803449228
74,date,4,3.63,0.18181818181818182,2.601581019194765,0.7299054389368049
74,date,8,3.105,1,2.5735516536830167,0.8143230611103197
74,date,16,3.18,0.18181818181818182,2.6241906572310105,0.5820079602797406
74,date,32,2.11,1,2.4525137755197997,0.9515993000843904
74,date,64,2.66,1,2.453405695538301,0.9506553154394631
74,date,128,2.545,0.9166666666666666,2.5663548264599765,0.8393787214880527
75,delay,2,2.8,1,2.649539299214407,0.9947342591788622
75,delay,4,2.46,1,2.90517712806923,0.9721442907545451
75,delay,8,3.1,0.9090909090909091,2.9539244643312323,0.9595985981085842
75,delay,16,3.0949999999999998,0.3,3.1871581692840096,0.7855053368895852
75,delay,32,2.44,0.5,3.2191304317104383,0.7558986580220067
75,delay,64,2.5549999999999997,0.9,2.9484786652758674,0.9541130570596268
75,delay,128,2.42,0.7272727272727273,3.054770554637335,0.9160824912402664
75,date,2,2.91,1,2.6564632541899207,0.9944675806127394
75,date,4,3.8850000000000002,0.9,2.9129892791553966,0.9664366577507467
75,date,8,2.61,1,2.9616490430179776,0.9539694307226646
75,date,16,3.37,0.6363636363636364,3.192558676171767,0.7785483380776396
75,date,32,3.575,0.3333333333333333,3.223817025381336,0.7500885442403388
75,date,64,2.675,0.9166666666666666,2.9562183194144627,0.9560554000870616
75,date,128,3.01,0.9166666666666666,3.0619486129570754,0.9177341991618131
77,delay,2,2.5149999999999997,0.75,2.661878423479429,0.9767906630368719
77,delay,4,3.29,0.9090909090909091,2.8186725686148626,0.9163213646417161
77,delay,8,2.925,0.9166666666666666,2.796038648552948,0.9091646521855152
77,delay,16,2.675,0.8333333333333334,2.917006313656943,0.8013224310822947
77,delay,32,2.11,0.6666666666666666,2.85432304302231,0.873892061783843
77,delay,64,3.1950000000000003,0.9166666666666666,2.844086186997377,0.8920364876954234
77,delay,128,3.33,0.45454545454545453,2.727667955762787,0.953473750196145
77,date,2,2.12,1,2.209213871629433,0.9994288294304678
77,date,4,2.995,1,2.3762146991575706,0.9917722688877323
77,date,8,2.5949999999999998,0.9166666666666666,2.347781555986165,0.991849621703186
77,date,16,2.2,0.8888888888888888,2.529196157433207,0.931438855861022
77,date,32,2.62,0.8333333333333334,2.425311515997805,0.9839639169117208
77,date,64,2.1,1,2.410609692269958,0.9910647639965295
77,date,128,2.28,0.9090909090909091,2.2717934564675493,0.9981079029262437
79,delay,2,3.34,1,3.4472203190683888,0.99982156629834
79,delay,4,3.88,0.9166666666666666,3.448818310809901,0.9998197076388299
79,delay,8,4.390000000000001,1,3.454230890114171,0.9998133019657991
79,delay,16,3.9699999999999998,1,3.473018626469423,0.9997896455415043
79,delay,32,4,1,3.5418265385285963,0.99968059793598
79,delay,64,4.37,1,3.8670859167440277,0.9982946181380361
79,delay,128,3.825,0.4166666666666667,5.084325990848455,0.7994811257395718
79,date,2,3.85,0.9166666666666666,3.4472203190757837,0.9998215662983315
79,date,4,3.3449999999999998,1,3.4488183108381003,0.9998197076387972
79,date,8,4.28,1,3.454230890217626,0.9998133019656812
79,date,16,3.4050000000000002,1,3.4730186268119745,0.9997896455410508
79,date,32,4.130000000000001,1,3.541826539775342,0.9996805979336407
79,date,64,4.1,1,3.867085922308692,0.9982946180947238
79,date,128,3.375,0.3333333333333333,5.08432599945062,0.7994811170096371
81,delay,2,2.9050000000000002,0.08333333333333333,2.901407426158898,0.025965645755349275
81,delay,4,3.22,0.18181818181818182,2.8981079088091724,0.08732371324176892
81,delay,8,2.315,0.08333333333333333,3.4707596120776922,0.33210145449636846
81,delay,16,3.045,0.6666666666666666,3.4431065347461898,0.6568403594391995
81,delay,32,3.175,1,3.146653251374372,0.9629337584974172
81,delay,64,2.83,1,3.118020044684892,0.9668043175253139
81,delay,128,3,1,3.05415677772155,0.9791851128130482
81,date,2,3.87,0.5833333333333334,3.4469199524033445,0.39019842817177947
81,date,4,3.44,0.5,3.308090890149329,0.4252301507501421
81,date,8,3.71,0.45454545454545453,3.310579244672139,0.831924088983149
81,date,16,3.205,0.8333333333333334,3.0607840701274758,0.9626460743935867
81,date,32,3.91,1,2.9264325390821253,0.9905611836563724
81,date,64,3.955,0.9166666666666666,2.9166569134870395,0.9910724132448394
81,date,128,3.8449999999999998,0.9166666666666666,2.8956642845893144,0.9922877284812096
82,delay,2,3.17,0.75,4.550792974744357,0.6218881576487845
82,delay,4,4.64,0.8333333333333334,4.356238270969616,0.8751747530403848
82,delay,8,5.5649999999999995,0.6666666666666666,4.4314167592925635,0.822846706478341
82,delay,16,4.4350000000000005,0.3333333333333333,4.546020658336924,0.64183952394146
82,delay,32,5.445,0.4166666666666667,4.5631341442443905,0.5300007200314786
82,delay,64,4.505,0,4.525451127917126,0.30987714567304886
82,delay,128,3.96,0.3333333333333333,4.506783552032005,0.28859996159938595
82,date,2,4.1,1,3.8473701002780545,0.9830098997105526
82,date,4,4.15,1,3.1937156497559793,0.9990025988530862
82,date,8,3.715,1,3.35027572222065,0.9977580495139281
82,date,16,3.625,1,3.8068724882338874,0.9846537840176277
82,date,32,4.6850000000000005,1,4.076414007187275,0.9569038735507668
82,date,64,5.45,0.09090909090909091,4.491737546996938,0.7641563389049029
82,date,128,3.965,0.4166666666666667,4.535984479395871,0.6928360753482773
83,delay,2,2.815,0.9166666666666666,3.929153328284028,0.9484525381441196
83,delay,4,5.13,0.7272727272727273,4.161064431086552,0.8577680016496387
83,delay,8,4.5600000000000005,0.6666666666666666,4.129376896715431,0.878013259238707
83,delay,16,4.64,0.7272727272727273,4.200749754145771,0.8222303431183843
83,delay,32,3.195,0.5833333333333334,4.267984277205727,0.7342061935888988
83,delay,64,5.029999999999999,0.4,4.322877738852616,0.5923795013163432
83,delay,128,4.16,0.2,4.328579279306411,0.37444841850194965
83,date,2,3.2800000000000002,1,3.0296337041775687,0.999025212737756
83,date,4,5.04,1,3.254094008056549,0.9969031199665628
83,date,8,3.995,1,3.2152674982902885,0.9973856843198726
83,date,16,3.865,1,3.3093985288138237,0.9957908019787428
83,date,32,3.13,1,3.431917451863466,0.9915587388124969
83,date,64,4.495,0.9166666666666666,3.6106120011060967,0.9801032705921322
83,date,128,3.3600000000000003,0.75,3.8930983557854675,0.9376295794117507
84,delay,2,3.1950000000000003,1,3.8372988967877055,0.20187913177760802
84,delay,4,2.81,1,3.8372460159648982,0.20176360373779928
84,delay,8,7.085,0.16666666666666666,3.8379587656060217,0.20274573853270333
84,delay,16,5.46,0.3333333333333333,3.838135875185555,0.20298017267862029
84,delay,32,5,0.16666666666666666,3.838197368711099,0.20306312241197078
84,delay,64,4.115,0,3.839474268567663,0.20476210031972059
84,delay,128,4.5649999999999995,0,3.8399915820729182,0.20547930784572552
84,date,2,2.3049999999999997,1,3.8372988967491417,0.2018791317274537
84,date,4,3.5949999999999998,1,3.8372460159281028,0.20181222504755972
84,date,8,3.37,1,3.837958765549407,0.20274573845930824
84,date,16,5.165,0.16666666666666666,3.838135875127973,0.2029801725989286
84,date,32,4.465,0,3.8381973686491557,0.20306312233005086
84,date,64,2.995,0,3.8394742684716463,0.20476210019200447
84,date,128,4.1899999999999995,0,3.8399915819639756,0.20547930769859543
85,delay,2,2.425,0,2.359710106570455,0.001606630100416437
85,delay,4,2.43,0.18181818181818182,2.600763284138706,0.0102221110870208
85,delay,8,1.98,0.25,2.6553593868782825,0.017206107369475046
85,delay,16,2.86,0.25,2.7602641909106236,0.034425582756657365
85,delay,32,2.6399999999999997,0.25,3.0356578855847953,0.2195614921581222
85,delay,64,2.94,0.45454545454545453,3.054242962882682,0.7374822700357514
85,delay,128,2.335,0.8333333333333334,2.97186386463569,0.8733768337969097
85,date,2,3.725,0.16666666666666666,2.8588113710143728,0.13174318862609843
85,date,4,3.95,0.8333333333333334,3.0168380299566375,0.7479829754298923
85,date,8,3.35,0.75,2.9707490586008207,0.8072970070092055
85,date,16,3.325,0.6666666666666666,2.8890557709054216,0.9060194953199259
85,date,32,3.2750000000000004,1,2.7161049723861734,0.9782531729609981
85,date,64,3.295,1,2.616579247606239,0.9895497835170382
85,date,128,2.775,1,2.590922365199133,0.9913369148812249
89,delay,2,3.615,0,3.8171414545020403,0.010451246777974599
89,delay,4,2.435,0.25,3.827657528890404,0.010825362002233418
89,delay,8,3.52,0,3.8288796394487514,0.010872086168064428
89,delay,16,2.6950000000000003,0,3.8378801908143343,0.011215502518327983
89,delay,32,3.79,0.09090909090909091,3.905465570847794,0.014092648346871139
89,delay,64,2.58,0.09090909090909091,3.986303446567904,0.018697308740154732
89,delay,128,3.95,0.2727272727272727,4.141891053248751,0.03261033598820672
89,date,2,5.465,0.3333333333333333,3.833710619066166,0.011180346426952358
89,date,4,4.73,0.18181818181818182,3.92737045347354,0.01527716140876146
