participant_id,frame,t_l,med_rt_obs,p_ll_obs,med_rt_prd,p_ll_prd
89,date,8,6.395,0.08333333333333333,3.9381556426356816,0.015883868259526326
89,date,16,6.17,0.09090909090909091,4.016738551930326,0.02042105084677767
89,date,32,6.18,0.45454545454545453,4.5148741917107635,0.11825744024718537
89,date,64,7.02,0.2727272727272727,4.757389527065656,0.472251647564081
89,date,128,5.9,0.8181818181818182,4.3667461039471585,0.8975703908706151
91,delay,2,1.93,1,2.129073297302438,0.9992138246456007
91,delay,4,1.95,1,2.2174500637413646,0.9974942348399598
91,delay,8,2.465,1,2.272304831766995,0.9945696316289683
91,delay,16,2.325,0.6,2.2593992494120334,0.9956762601317906
91,delay,32,2.515,0.8333333333333334,2.3155258480413297,0.9929600772712419
91,delay,64,2.295,0.9,2.4028355458196597,0.9857798055109883
91,delay,128,2.265,0.8,2.354156467569794,0.9908350354546134
91,date,2,2.88,1,2.137035716802481,0.9991282171952762
91,date,4,2.42,1,2.2342447103859664,0.9967193245901605
91,date,8,2.46,0.9090909090909091,2.2939596274388463,0.9927219742362997
91,date,16,2.335,1,2.2799648469615637,0.9947259652431393
91,date,32,2.225,0.9166666666666666,2.3405406666366235,0.9909699539651642
91,date,64,2.5149999999999997,1,2.4329764399557092,0.9788590726817478
91,date,128,2.8200000000000003,1,2.381743813673231,0.9881005718876676
93,delay,2,3.125,1,2.880860308843075,0.9996659773045835
93,delay,4,2.88,1,2.926595999212128,0.999514732218262
93,delay,8,3.11,0.9166666666666666,3.055959786792449,0.9985625921818923
93,delay,16,3.51,1,3.4172440045170984,0.9812468097739115
93,delay,32,2.845,0.8333333333333334,3.0874892590246112,0.9939944593618595
93,delay,64,2.995,0.9166666666666666,3.501203793681875,0.6945183526829618
93,delay,128,3.6849999999999996,0.3333333333333333,4.179544435202034,0.6391561544141381
93,date,2,4.130000000000001,1,2.908520989390128,0.9995769064950686
93,date,4,3.315,1,3.0047359180604998,0.9990554788132209
93,date,8,4.705,1,3.2764222166136063,0.9923139217624313
93,date,16,4.905,0.8333333333333334,3.93098035383367,0.8262497444126763
93,date,32,5.335,0.75,3.341455442662834,0.9385539539846598
93,date,64,4.265000000000001,0.6666666666666666,3.6006410988756166,0.6343996144385248
93,date,128,3.3899999999999997,0.4166666666666667,4.142708905483674,0.28859525847307255
