participant_id,frame,t_l,med_rt_obs,p_ll_obs,med_rt_prd,p_ll_prd
82,delay,8,5.5649999999999995,0.6666666666666666,4.617320643952594,0.7227600446674872
82,delay,16,4.4350000000000005,0.3333333333333333,4.791544032580388,0.6024648534101368
82,delay,32,5.445,0.4166666666666667,4.781996698407669,0.5090336933147278
82,delay,64,4.505,0,4.2071084844262705,0.15656482820511616
82,delay,128,3.96,0.3333333333333333,3.683193940184958,0.09652008402846678
82,date,2,4.1,1,4.744359189441263,0.6451615044513025
82,date,4,4.15,1,3.470803446161601,0.9598145910139285
82,date,8,3.715,1,3.1857748237749157,0.9788326256569693
82,date,16,3.625,1,3.5415940860012327,0.9492068613637669
82,date,32,4.6850000000000005,1,3.721841384260674,0.9172988980693441
82,date,64,5.45,0.09090909090909091,4.69594506322485,0.3847789777977314
82,date,128,3.965,0.4166666666666667,4.134688964991883,0.3211408974119047
83,delay,2,2.815,0.9166666666666666,3.936708923991085,0.8195027975714334
83,delay,4,5.13,0.7272727272727273,4.18120356023069,0.7260685933446348
83,delay,8,4.5600000000000005,0.6666666666666666,3.974489508184289,0.8073588614326256
83,delay,16,4.64,0.7272727272727273,4.032203581113586,0.7799418316578162
83,delay,32,3.195,0.5833333333333334,4.189586415239261,0.6988782079293563
83,delay,64,5.029999999999999,0.4,4.18090882750978,0.5086232513954297
83,delay,128,4.16,0.2,3.977149627091662,0.18838762315054908
83,date,2,3.2800000000000002,1,3.486499993669773,0.9550792660887668
83,date,4,5.04,1,3.7306335085961946,0.9258733030419614
83,date,8,3.995,1,3.3230317254887916,0.9682780758600344
83,date,16,3.865,1,3.254216824431694,0.9712968807479733
83,date,32,3.13,1,3.2793195960182357,0.9599084431769263
83,date,64,4.495,0.9166666666666666,3.521174178920007,0.9109984446916328
83,date,128,3.3600000000000003,0.75,4.322988733723837,0.7130212694830306
84,delay,2,3.1950000000000003,1,4.399771119746829,0.43488140718123147
84,delay,4,2.81,1,4.328986386850927,0.3447228309876178
84,delay,8,7.085,0.16666666666666666,4.380214916092695,0.4070534296641638
84,delay,16,5.46,0.3333333333333333,4.258273583696704,0.3131176936279306
84,delay,32,5,0.16666666666666666,3.6975979087526567,0.13315477268793968
84,delay,64,4.115,0,4.1611949668511645,0.2951404605137788
84,delay,128,4.5649999999999995,0,3.0276291202865044,0.057405361214270124
84,date,2,2.3049999999999997,1,4.398770791091971,0.4328699601837289
84,date,4,3.5949999999999998,1,4.325864838172723,0.3491411438150373
84,date,8,3.37,1,4.3756491423351616,0.40119881086757586
84,date,16,5.165,0.16666666666666666,4.244564912855497,0.3051097113728838
84,date,32,4.465,0,3.6697177789475783,0.1266692636556766
84,date,64,2.995,0,4.111898693138956,0.2749348207974932
84,date,128,4.1899999999999995,0,2.970429078072563,0.0487044212007703
85,delay,2,2.425,0,2.334100584501589,0.0025914323295995576
85,delay,4,2.43,0.18181818181818182,2.5507954533807013,0.012645180056906841
85,delay,8,1.98,0.25,2.6004347107975563,0.02011484205249917
