participant_id,frame,med_rt_obs,p_ll_obs,med_rt_prd,p_ll_prd
1,delay,4.375,0.8170731707317073,4.251879335243296,0.9651661422616101
1,date,5.32,0.9523809523809523,4.51533007272568,0.9925781386615323
6,delay,4.73,0.9518072289156626,3.6248292146142815,0.9463310444821904
6,date,3.2350000000000003,0.8095238095238095,3.4575854540210362,0.9592288763016639
14,delay,2.7199999999999998,0.11290322580645161,2.908555328537582,0.010726082578137595
14,date,4.35,0.2682926829268293,3.7085793979698223,0.17593776729426477
17,delay,3.84,0.6626506024096386,4.001567836590922,0.7185559942479962
17,date,4.4399999999999995,0.7976190476190477,4.139283970219844,0.8721429947465954
20,delay,4.08,0.5903614457831325,4.253900393547004,0.7011560315950718
20,date,5.58,0.6626506024096386,4.250819014838236,0.707611345198802
23,delay,2.38,0.30120481927710846,2.4281928645645054,0.46313856794668445
23,date,2.53,0.4578313253012048,2.4281928646070514,0.465210497006928
25,delay,2.39,0.46153846153846156,2.6554472489550514,0.4751843286323829
25,date,2.73,0.6829268292682927,2.6282845226344977,0.6727915044840883
27,delay,2.7,0.8518518518518519,2.6929087410226407,0.8619410991878865
27,date,3.425,0.7857142857142857,3.167926457073529,0.739307065317929
33,delay,4.73,0.6962025316455697,4.588919162626936,0.8923869664225184
33,date,4.665,0.8902439024390244,4.186992212151021,0.9629282347935176
35,delay,4.34,0.3855421686746988,4.577076443653508,0.4483847569097389
35,date,5.109999999999999,0.2857142857142857,4.532214419485555,0.3047781086653356
38,delay,2.96,0.8857142857142857,3.020391567794574,0.9524560629741151
38,date,3.115,0.7560975609756098,3.151785460210645,0.8889062066407295
43,delay,2.83,0.4578313253012048,2.9634626265222512,0.5064042263047015
43,date,3.33,0.6626506024096386,3.185013084580185,0.5936648849175897
50,delay,2.72,0.6746987951807228,2.9989032879650455,0.7751484732314109
50,date,3.4850000000000003,0.6309523809523809,3.0726627000417888,0.6924414891355539
52,delay,2.81,0.6385542168674698,3.077690930587697,0.7063268412777538
52,date,3.29,0.7261904761904762,3.0958930890275367,0.7229281872564303
56,delay,5.6,0.4634146341463415,5.5610269807828665,0.7310001986160911
56,date,5.05,0.6144578313253012,5.485534742614373,0.7758605370670454
62,delay,3,0.6144578313253012,2.715348767208198,0.7499949872331034
62,date,2.54,0.6746987951807228,2.6860145981718024,0.7865764310101785
65,delay,2.67,0.6753246753246753,2.7099148396513475,0.7903172294126857
65,date,2.67,0.8765432098765432,2.448251723523432,0.9360541933817192
68,delay,2.9450000000000003,0.6341463414634146,2.837293938046506,0.5907717789674368
68,date,3.35,0.6428571428571429,3.1173230356981176,0.6652699764205753
70,delay,3.66,0.8809523809523809,3.7699839090171556,0.9495949784811487
70,date,3.7,0.9523809523809523,3.255940693166722,0.9937704355339234
74,delay,2.33,0.6986301369863014,2.5362211118244913,0.8662392989047378
74,date,2.64,0.717948717948718,2.5482326470745607,0.8389242009118341
75,delay,2.59,0.76,3.036506086606502,0.7614879406924326
75,date,3.11,0.8148148148148148,3.0917711498143996,0.7389190650600104
77,delay,2.95,0.7804878048780488,2.796038648552948,0.9025149001539494
77,date,2.4,0.9367088607594937,2.347781555986165,0.9856711985075568
79,delay,4,0.9047619047619048,3.473018626469423,0.9709572233225802
79,date,3.87,0.8928571428571429,3.4730186268119745,0.9709572220688375
81,delay,2.94,0.573170731707317,2.8346213198766854,0.5754440567715274
81,date,3.75,0.7469879518072289,3.368942361936413,0.7917012949987677
82,delay,4.539999999999999,0.47619047619047616,4.688322438597188,0.4658179005702606
82,date,4.32,0.7951807228915663,3.721841384260674,0.7408437745949595
83,delay,4.470000000000001,0.6153846153846154,4.032203581113586,0.659552587483176
83,date,3.55,0.9518072289156626,3.4944613919644434,0.9147902999282163
84,delay,4.21,0.37349397590361444,4.237019925888052,0.2829034775847659
84,date,3.59,0.4523809523809524,4.229706230980523,0.276946875984738
85,delay,2.58,0.325,2.719111045346372,0.2806202141282637
85,date,3.45,0.7738095238095238,2.9386838182630326,0.7971403267385887
89,delay,3.32,0.09876543209876543,3.3124889326199485,0.08463779040926202
89,date,6.02,0.31645569620253167,5.110134637286525,0.32273963890179
91,delay,2.225,0.881578947368421,2.2279022288540435,0.989094200203122
91,date,2.46,0.9746835443037974,2.3781344325536455,0.9930297111351969
93,delay,3.09,0.8571428571428571,2.996207628120964,0.895642481830171
93,date,4.135,0.8095238095238095,3.4665080187622577,0.8171216996339744
