participant_id,frame,t_l,m_s_cat,p_ll,m_s
36,neutral,2,below_ip,1,36.72
36,neutral,2,at_ip,1,37.06
36,neutral,2,above_ip,1,37.400000000000006
36,neutral,4,below_ip,1,27.54
36,neutral,4,at_ip,1,28.22
36,neutral,4,above_ip,1,28.9
36,neutral,8,below_ip,0.75,27.2
36,neutral,8,at_ip,1,28.22
36,neutral,8,above_ip,1,29.24
36,neutral,16,below_ip,1,26.86
36,neutral,16,at_ip,1,28.22
36,neutral,16,above_ip,0.75,29.58
36,neutral,32,below_ip,1,25.16
36,neutral,32,at_ip,0.6666666666666666,26.86
36,neutral,32,above_ip,0.5,28.56
36,neutral,64,below_ip,0.25,20.060000000000002
36,neutral,64,at_ip,0.25,22.1
36,neutral,64,above_ip,0,24.14
36,neutral,128,below_ip,1,11.559999999999999
36,neutral,128,at_ip,0.75,13.94
36,neutral,128,above_ip,0,16.32
36,defer,2,below_ip,1,36.72
36,defer,2,at_ip,1,37.06
36,defer,2,above_ip,1,37.400000000000006
36,defer,4,below_ip,1,27.54
36,defer,4,at_ip,1,28.22
36,defer,4,above_ip,1,28.9
36,defer,8,below_ip,0.5,27.2
36,defer,8,at_ip,0.75,28.22
36,defer,8,above_ip,0.25,29.24
36,defer,16,below_ip,0.75,26.86
36,defer,16,at_ip,0.75,28.22
36,defer,16,above_ip,0.5,29.58
36,defer,32,below_ip,1,25.16
36,defer,32,at_ip,1,26.86
36,defer,32,above_ip,0.5,28.56
36,defer,64,below_ip,0,20.060000000000002
36,defer,64,at_ip,0,22.1
36,defer,64,above_ip,0,24.14
36,defer,128,below_ip,1,11.559999999999999
36,defer,128,at_ip,1,13.94
36,defer,128,above_ip,0,16.32
36,speedup,2,below_ip,1,36.72
36,speedup,2,at_ip,1,37.06
36,speedup,2,above_ip,1,37.400000000000006
36,speedup,4,below_ip,1,27.54
36,speedup,4,at_ip,1,28.22
36,speedup,4,above_ip,1,28.9
36,speedup,8,below_ip,1,27.2
36,speedup,8,at_ip,1,28.22
36,speedup,8,above_ip,1,29.24
36,speedup,16,below_ip,1,26.86
36,speedup,16,at_ip,1,28.22
36,speedup,16,above_ip,1,29.58
36,speedup,32,below_ip,1,25.16
36,speedup,32,at_ip,1,26.86
36,speedup,32,above_ip,0.75,28.56
36,speedup,64,below_ip,0.5,20.060000000000002
36,speedup,64,at_ip,0.25,22.1
36,speedup,64,above_ip,0.25,24.14
36,speedup,128,below_ip,1,11.559999999999999
36,speedup,128,at_ip,0.25,13.94
36,speedup,128,above_ip,0.25,16.32
