participant_id,frame,t_l,m_s_cat,p_ll,m_s
85,delay,2,below_ip,0,42.84
85,delay,2,at_ip,0,43.18
85,delay,2,above_ip,0,43.35
85,delay,4,below_ip,0.3333333333333333,41.14
85,delay,4,at_ip,0.25,41.82
85,delay,4,above_ip,0,42.5
85,delay,8,below_ip,0.75,40.12
85,delay,8,at_ip,0,41.14
85,delay,8,above_ip,0,42.16
85,delay,16,below_ip,0.5,38.42
85,delay,16,at_ip,0.25,39.78
85,delay,16,above_ip,0,41.14
85,delay,32,below_ip,0.25,32.64
85,delay,32,at_ip,0.5,34.34
85,delay,32,above_ip,0,36.04
85,delay,64,below_ip,0.5,19.38
85,delay,64,at_ip,0.6666666666666666,21.42
85,delay,64,above_ip,0.25,23.46
85,delay,128,below_ip,1,7.48
85,delay,128,at_ip,1,9.86
85,delay,128,above_ip,0.5,12.24
85,date,2,below_ip,0.25,42.84
85,date,2,at_ip,0,43.18
85,date,2,above_ip,0.25,43.35
85,date,4,below_ip,1,41.14
85,date,4,at_ip,1,41.82
85,date,4,above_ip,0.5,42.5
85,date,8,below_ip,1,40.12
85,date,8,at_ip,1,41.14
85,date,8,above_ip,0.25,42.16
85,date,16,below_ip,1,38.42
85,date,16,at_ip,1,39.78
85,date,16,above_ip,0,41.14
85,date,32,below_ip,1,32.64
85,date,32,at_ip,1,34.34
85,date,32,above_ip,1,36.04
85,date,64,below_ip,1,19.38
85,date,64,at_ip,1,21.42
85,date,64,above_ip,1,23.46
85,date,128,below_ip,1,7.48
85,date,128,at_ip,1,9.86
85,date,128,above_ip,1,12.24
