participant_id,frame,t_l,m_s_cat,p_ll,m_s
91,delay,2,below_ip,1,40.12
91,delay,2,at_ip,1,40.46
91,delay,2,above_ip,1,40.8
91,delay,4,below_ip,1,40.46
91,delay,4,at_ip,1,41.14
91,delay,4,above_ip,1,41.82
91,delay,8,below_ip,1,39.44
91,delay,8,at_ip,1,40.46
91,delay,8,above_ip,1,41.48
91,delay,16,below_ip,1,36.38
91,delay,16,at_ip,0.5,37.74
91,delay,16,above_ip,0.5,39.1
91,delay,32,below_ip,1,34
91,delay,32,at_ip,0.5,35.7
91,delay,32,above_ip,1,37.4
91,delay,64,below_ip,1,31.62
91,delay,64,at_ip,0.75,33.66
91,delay,64,above_ip,1,35.7
91,delay,128,below_ip,1,19.04
91,delay,128,at_ip,0.75,21.42
91,delay,128,above_ip,0.6666666666666666,23.8
91,date,2,below_ip,1,40.12
91,date,2,at_ip,1,40.46
91,date,2,above_ip,1,40.8
91,date,4,below_ip,1,40.46
91,date,4,at_ip,1,41.14
91,date,4,above_ip,1,41.82
91,date,8,below_ip,1,39.44
91,date,8,at_ip,1,40.46
91,date,8,above_ip,0.75,41.48
91,date,16,below_ip,1,36.38
91,date,16,at_ip,1,37.74
91,date,16,above_ip,1,39.1
91,date,32,below_ip,0.75,34
91,date,32,at_ip,1,35.7
91,date,32,above_ip,1,37.4
91,date,64,below_ip,1,31.62
91,date,64,at_ip,1,33.66
91,date,64,above_ip,1,35.7
91,date,128,below_ip,1,19.04
91,date,128,at_ip,1,21.42
91,date,128,above_ip,1,23.8
