participant_id,frame,t_l,m_s_cat,p_ll,m_s
14,delay,2,below_ip,0.25,21.76
14,delay,2,at_ip,0,22.1
14,delay,2,above_ip,0,22.44
14,delay,4,below_ip,0,13.26
14,delay,4,at_ip,0,13.94
14,delay,4,above_ip,0,14.62
14,delay,8,below_ip,0,6.799999999999999
14,delay,8,at_ip,0,7.8199999999999985
14,delay,8,above_ip,0,8.839999999999998
14,delay,16,below_ip,0,6.459999999999998
14,delay,16,at_ip,0,7.8199999999999985
14,delay,16,above_ip,0,9.179999999999998
14,delay,32,below_ip,1,3.3999999999999995
14,delay,32,at_ip,0,5.1
14,delay,32,above_ip,0,6.8
14,delay,64,at_ip,0,5.1
14,delay,64,above_ip,0,7.14
14,delay,128,below_ip,1,2.7199999999999993
14,delay,128,at_ip,0,5.1
14,delay,128,above_ip,0,7.48
14,date,2,below_ip,0.75,21.76
14,date,2,at_ip,0,22.1
14,date,2,above_ip,0,22.44
14,date,4,below_ip,0,13.26
14,date,4,at_ip,0,13.94
14,date,4,above_ip,0,14.62
14,date,8,below_ip,0,6.799999999999999
14,date,8,at_ip,0,7.8199999999999985
14,date,8,above_ip,0,8.839999999999998
14,date,16,below_ip,0,6.459999999999998
14,date,16,at_ip,0,7.8199999999999985
14,date,16,above_ip,0,9.179999999999998
14,date,32,below_ip,1,3.3999999999999995
14,date,32,at_ip,1,5.1
14,date,32,above_ip,1,6.8
14,date,64,below_ip,1,3.0599999999999996
14,date,64,at_ip,0,5.1
14,date,64,above_ip,0.25,7.14
14,date,128,below_ip,1,2.7199999999999993
14,date,128,at_ip,0,5.1
14,date,128,above_ip,0,7.48
