participant_id,frame,choice,n,percentage
26,neutral,ss,33,0.4024390243902439
26,neutral,ll,49,0.5975609756097561
26,defer,ss,51,0.6071428571428571
26,defer,ll,33,0.39285714285714285
26,speedup,ss,38,0.4634146341463415
26,speedup,ll,44,0.5365853658536586
