participant_id,frame,t_l,m_s_cat,p_ll,m_s
69,neutral,2,below_ip,0.75,37.4
69,neutral,2,at_ip,1,37.74
69,neutral,2,above_ip,0.75,38.080000000000005
69,neutral,4,below_ip,1,19.38
69,neutral,4,at_ip,0.6666666666666666,20.06
69,neutral,4,above_ip,0.3333333333333333,20.74
69,neutral,8,below_ip,0.75,14.96
69,neutral,8,at_ip,0.75,15.98
69,neutral,8,above_ip,0.6666666666666666,17
69,neutral,16,below_ip,1,9.18
69,neutral,16,at_ip,1,10.54
69,neutral,16,above_ip,0.5,11.899999999999999
69,neutral,32,below_ip,0.5,14.96
69,neutral,32,at_ip,0.25,16.66
69,neutral,32,above_ip,0.5,18.36
69,neutral,64,below_ip,1,7.819999999999999
69,neutral,64,at_ip,0.5,9.86
69,neutral,64,above_ip,0,11.899999999999999
69,neutral,128,below_ip,0.5,7.479999999999999
69,neutral,128,at_ip,0.25,9.86
69,neutral,128,above_ip,0,12.24
69,defer,2,below_ip,1,37.4
69,defer,2,at_ip,1,37.74
69,defer,2,above_ip,1,38.080000000000005
69,defer,4,below_ip,1,19.38
69,defer,4,at_ip,1,20.06
69,defer,4,above_ip,1,20.74
69,defer,8,below_ip,1,14.96
69,defer,8,at_ip,0.5,15.98
69,defer,8,above_ip,0.75,17
69,defer,16,below_ip,1,9.18
69,defer,16,at_ip,1,10.54
69,defer,16,above_ip,1,11.899999999999999
69,defer,32,below_ip,1,14.96
69,defer,32,at_ip,0,16.66
69,defer,32,above_ip,0,18.36
69,defer,64,below_ip,1,7.819999999999999
69,defer,64,at_ip,0.5,9.86
69,defer,64,above_ip,0.25,11.899999999999999
69,defer,128,below_ip,1,7.479999999999999
69,defer,128,at_ip,0.5,9.86
69,defer,128,above_ip,0.25,12.24
69,speedup,2,below_ip,1,37.4
69,speedup,2,at_ip,1,37.74
69,speedup,2,above_ip,1,38.080000000000005
69,speedup,4,below_ip,1,19.38
69,speedup,4,at_ip,1,20.06
69,speedup,4,above_ip,1,20.74
69,speedup,8,below_ip,1,14.96
69,speedup,8,at_ip,0.75,15.98
69,speedup,8,above_ip,1,17
69,speedup,16,below_ip,1,9.18
69,speedup,16,at_ip,1,10.54
69,speedup,16,above_ip,1,11.899999999999999
69,speedup,32,below_ip,0.75,14.96
69,speedup,32,at_ip,0.25,16.66
69,speedup,32,above_ip,0,18.36
69,speedup,64,below_ip,1,7.819999999999999
69,speedup,64,at_ip,1,9.86
69,speedup,64,above_ip,1,11.899999999999999
69,speedup,128,below_ip,1,7.479999999999999
69,speedup,128,at_ip,0.75,9.86
69,speedup,128,above_ip,0.25,12.24
