participant_id,frame,t_l,m_s_cat,p_ll,m_s
62,delay,2,below_ip,1,38.08
62,delay,2,at_ip,1,38.42
62,delay,2,above_ip,1,38.760000000000005
62,delay,4,below_ip,0.75,38.42
62,delay,4,at_ip,1,39.1
62,delay,4,above_ip,0.5,39.78
62,delay,8,below_ip,1,36.04
62,delay,8,at_ip,1,37.06
62,delay,8,above_ip,0.75,38.080000000000005
62,delay,16,below_ip,0.25,30.939999999999998
62,delay,16,at_ip,0.5,32.3
62,delay,16,above_ip,0.25,33.66
62,delay,32,below_ip,1,24.48
62,delay,32,at_ip,0.75,26.18
62,delay,32,above_ip,0.5,27.88
62,delay,64,below_ip,0,30.939999999999998
62,delay,64,at_ip,0,32.98
62,delay,64,above_ip,0,35.019999999999996
62,delay,128,below_ip,1,17
62,delay,128,at_ip,0.5,19.38
62,delay,128,above_ip,0.25,21.759999999999998
62,date,2,below_ip,1,38.08
62,date,2,at_ip,1,38.42
62,date,2,above_ip,1,38.760000000000005
62,date,4,below_ip,0.75,38.42
62,date,4,at_ip,1,39.1
62,date,4,above_ip,1,39.78
62,date,8,below_ip,0.75,36.04
62,date,8,at_ip,1,37.06
62,date,8,above_ip,0.75,38.080000000000005
62,date,16,below_ip,1,30.939999999999998
62,date,16,at_ip,0.75,32.3
62,date,16,above_ip,1,33.66
62,date,32,below_ip,1,24.48
62,date,32,at_ip,1,26.18
62,date,32,above_ip,0.75,27.88
62,date,64,below_ip,0,30.939999999999998
62,date,64,at_ip,0,32.98
62,date,64,above_ip,0.25,35.019999999999996
62,date,128,below_ip,0,17
62,date,128,at_ip,0,19.38
62,date,128,above_ip,0,21.759999999999998
