participant_id,frame,t_l,m_s_cat,p_ll,m_s
67,neutral,2,below_ip,1,35.36
67,neutral,2,at_ip,1,35.7
67,neutral,2,above_ip,1,36.040000000000006
67,neutral,4,below_ip,1,26.18
67,neutral,4,at_ip,1,26.86
67,neutral,4,above_ip,1,27.54
67,neutral,8,below_ip,1,34
67,neutral,8,at_ip,1,35.02
67,neutral,8,above_ip,1,36.040000000000006
67,neutral,16,below_ip,1,33.660000000000004
67,neutral,16,at_ip,1,35.02
67,neutral,16,above_ip,1,36.38
67,neutral,32,below_ip,1,30.599999999999998
67,neutral,32,at_ip,1,32.3
67,neutral,32,above_ip,1,34
67,neutral,64,below_ip,0.75,30.939999999999998
67,neutral,64,at_ip,1,32.98
67,neutral,64,above_ip,0.5,35.019999999999996
67,neutral,128,below_ip,0.75,23.8
67,neutral,128,at_ip,0.75,26.18
67,neutral,128,above_ip,1,28.56
67,defer,2,below_ip,1,35.36
67,defer,2,at_ip,1,35.7
67,defer,2,above_ip,1,36.040000000000006
67,defer,4,below_ip,1,26.18
67,defer,4,at_ip,1,26.86
67,defer,4,above_ip,1,27.54
67,defer,8,below_ip,1,34
67,defer,8,at_ip,1,35.02
67,defer,8,above_ip,1,36.040000000000006
67,defer,16,below_ip,1,33.660000000000004
67,defer,16,at_ip,1,35.02
67,defer,16,above_ip,1,36.38
67,defer,32,below_ip,1,30.599999999999998
67,defer,32,at_ip,1,32.3
67,defer,32,above_ip,1,34
67,defer,64,below_ip,1,30.939999999999998
67,defer,64,at_ip,1,32.98
67,defer,64,above_ip,0,35.019999999999996
67,defer,128,below_ip,1,23.8
67,defer,128,at_ip,1,26.18
67,defer,128,above_ip,1,28.56
67,speedup,2,below_ip,1,35.36
67,speedup,2,at_ip,1,35.7
67,speedup,2,above_ip,1,36.040000000000006
67,speedup,4,below_ip,1,26.18
67,speedup,4,at_ip,1,26.86
67,speedup,4,above_ip,1,27.54
67,speedup,8,below_ip,1,34
67,speedup,8,at_ip,1,35.02
67,speedup,8,above_ip,1,36.040000000000006
67,speedup,16,below_ip,1,33.660000000000004
67,speedup,16,at_ip,1,35.02
67,speedup,16,above_ip,1,36.38
67,speedup,32,below_ip,1,30.599999999999998
67,speedup,32,at_ip,1,32.3
67,speedup,32,above_ip,1,34
67,speedup,64,below_ip,1,30.939999999999998
67,speedup,64,at_ip,0.75,32.98
67,speedup,64,above_ip,0,35.019999999999996
67,speedup,128,below_ip,1,23.8
67,speedup,128,at_ip,0.75,26.18
67,speedup,128,above_ip,1,28.56
