participant_id,frame,choice,n,percentage
11,neutral,ss,20,0.273972602739726
11,neutral,ll,53,0.726027397260274
11,defer,ss,7,0.0945945945945946
11,defer,ll,67,0.9054054054054054
11,speedup,ss,19,0.25675675675675674
11,speedup,ll,55,0.7432432432432432
