participant_id,frame,t_l,m_s_cat,p_ll,m_s
90,neutral,2,below_ip,1,42.84
90,neutral,2,at_ip,0.75,43.18
90,neutral,2,above_ip,0.5,43.35
90,neutral,4,below_ip,1,42.5
90,neutral,4,at_ip,0.75,43.18
90,neutral,4,above_ip,0.75,43.35
90,neutral,8,below_ip,1,42.16
90,neutral,8,at_ip,0.5,43.18
90,neutral,8,above_ip,0.75,43.35
90,neutral,16,below_ip,1,41.82
90,neutral,16,at_ip,0.25,43.18
90,neutral,16,above_ip,0.25,43.35
90,neutral,32,below_ip,1,39.44
90,neutral,32,at_ip,0.75,41.14
90,neutral,32,above_ip,0.5,42.84
90,neutral,64,below_ip,1,35.7
90,neutral,64,at_ip,0.5,37.74
90,neutral,64,above_ip,0.75,39.78
90,neutral,128,below_ip,1,27.2
90,neutral,128,at_ip,1,29.58
90,neutral,128,above_ip,1,31.96
90,defer,2,below_ip,1,42.84
90,defer,2,at_ip,1,43.18
90,defer,2,above_ip,1,43.35
90,defer,4,below_ip,1,42.5
90,defer,4,at_ip,1,43.18
90,defer,4,above_ip,1,43.35
90,defer,8,below_ip,1,42.16
90,defer,8,at_ip,0.75,43.18
90,defer,8,above_ip,0.75,43.35
90,defer,16,below_ip,0.75,41.82
90,defer,16,at_ip,0,43.18
90,defer,16,above_ip,0,43.35
90,defer,32,below_ip,0.75,39.44
90,defer,32,at_ip,0.5,41.14
90,defer,32,above_ip,0,42.84
90,defer,64,below_ip,1,35.7
90,defer,64,at_ip,0.75,37.74
90,defer,64,above_ip,0.25,39.78
90,defer,128,below_ip,1,27.2
90,defer,128,at_ip,1,29.58
90,defer,128,above_ip,1,31.96
90,speedup,2,below_ip,1,42.84
90,speedup,2,at_ip,1,43.18
90,speedup,2,above_ip,1,43.35
90,speedup,4,below_ip,1,42.5
90,speedup,4,at_ip,1,43.18
90,speedup,4,above_ip,1,43.35
90,speedup,8,below_ip,1,42.16
90,speedup,8,at_ip,1,43.18
90,speedup,8,above_ip,0.75,43.35
90,speedup,16,below_ip,0.75,41.82
90,speedup,16,at_ip,0.25,43.18
90,speedup,16,above_ip,0,43.35
90,speedup,32,below_ip,0.5,39.44
90,speedup,32,at_ip,0.6666666666666666,41.14
90,speedup,32,above_ip,0,42.84
90,speedup,64,below_ip,1,35.7
90,speedup,64,at_ip,0.5,37.74
90,speedup,64,above_ip,0.25,39.78
90,speedup,128,below_ip,1,27.2
90,speedup,128,at_ip,1,29.58
90,speedup,128,above_ip,1,31.96
