participant_id,frame,t_l,m_s_cat,p_ll,m_s
89,delay,2,below_ip,0,42.84
89,delay,2,at_ip,0,43.18
89,delay,2,above_ip,0,43.35
89,delay,4,below_ip,0.25,40.46
89,delay,4,at_ip,0.25,41.14
89,delay,4,above_ip,0.25,41.82
89,delay,8,below_ip,0,39.44
89,delay,8,at_ip,0,40.46
89,delay,8,above_ip,0,41.48
89,delay,16,below_ip,0,36.38
89,delay,16,at_ip,0,37.74
89,delay,16,above_ip,0,39.1
89,delay,32,below_ip,0,20.4
89,delay,32,at_ip,0.25,22.1
89,delay,32,above_ip,0,23.8
89,delay,64,below_ip,0.25,7.14
89,delay,64,at_ip,0,9.18
89,delay,64,above_ip,0,11.22
89,delay,128,below_ip,1,0.17
89,delay,128,at_ip,0,1.02
89,delay,128,above_ip,0,3.4
89,date,2,below_ip,0.5,42.84
89,date,2,at_ip,0.25,43.18
89,date,2,above_ip,0.25,43.35
89,date,4,below_ip,0.5,40.46
89,date,4,at_ip,0,41.14
89,date,4,above_ip,0,41.82
89,date,8,below_ip,0.25,39.44
89,date,8,at_ip,0,40.46
89,date,8,above_ip,0,41.48
89,date,16,below_ip,0,36.38
89,date,16,at_ip,0.25,37.74
89,date,16,above_ip,0,39.1
89,date,32,below_ip,0,20.4
89,date,32,at_ip,0.6666666666666666,22.1
89,date,32,above_ip,0.75,23.8
89,date,64,below_ip,0.25,7.14
89,date,64,at_ip,0.25,9.18
89,date,64,above_ip,0.3333333333333333,11.22
89,date,128,below_ip,1,0.17
89,date,128,at_ip,1,1.02
89,date,128,above_ip,0.3333333333333333,3.4
