participant_id,frame,t_l,m_s_cat,p_ll,m_s
24,neutral,2,below_ip,1,39.44
24,neutral,2,at_ip,1,39.78
24,neutral,2,above_ip,1,40.120000000000005
24,neutral,4,below_ip,1,39.1
24,neutral,4,at_ip,1,39.78
24,neutral,4,above_ip,0.5,40.46
24,neutral,8,below_ip,1,34
24,neutral,8,at_ip,1,35.02
24,neutral,8,above_ip,1,36.040000000000006
24,neutral,16,below_ip,1,35.7
24,neutral,16,at_ip,1,37.06
24,neutral,16,above_ip,0.25,38.42
24,neutral,32,below_ip,1,31.960000000000004
24,neutral,32,at_ip,1,33.660000000000004
24,neutral,32,above_ip,0.75,35.36000000000001
24,neutral,64,below_ip,1,30.939999999999998
24,neutral,64,at_ip,1,32.98
24,neutral,64,above_ip,0.5,35.019999999999996
24,neutral,128,below_ip,1,31.280000000000005
24,neutral,128,at_ip,1,33.660000000000004
24,neutral,128,above_ip,0,36.040000000000006
24,defer,2,below_ip,1,39.44
24,defer,2,at_ip,1,39.78
24,defer,2,above_ip,1,40.120000000000005
24,defer,4,below_ip,1,39.1
24,defer,4,at_ip,0.75,39.78
24,defer,4,above_ip,1,40.46
24,defer,8,below_ip,1,34
24,defer,8,at_ip,0.6666666666666666,35.02
24,defer,8,above_ip,1,36.040000000000006
24,defer,16,below_ip,1,35.7
24,defer,16,at_ip,1,37.06
24,defer,16,above_ip,0.25,38.42
24,defer,32,below_ip,1,31.960000000000004
24,defer,32,at_ip,0.75,33.660000000000004
24,defer,32,above_ip,0.75,35.36000000000001
24,defer,64,below_ip,1,30.939999999999998
24,defer,64,at_ip,0.5,32.98
24,defer,64,above_ip,0.75,35.019999999999996
24,defer,128,below_ip,0.5,31.280000000000005
24,defer,128,at_ip,0.25,33.660000000000004
24,defer,128,above_ip,0,36.040000000000006
24,speedup,2,below_ip,1,39.44
24,speedup,2,at_ip,1,39.78
24,speedup,2,above_ip,0.25,40.120000000000005
24,speedup,4,below_ip,1,39.1
24,speedup,4,at_ip,1,39.78
24,speedup,4,above_ip,1,40.46
24,speedup,8,below_ip,1,34
24,speedup,8,at_ip,1,35.02
24,speedup,8,above_ip,1,36.040000000000006
24,speedup,16,below_ip,1,35.7
24,speedup,16,at_ip,1,37.06
24,speedup,16,above_ip,0.5,38.42
24,speedup,32,below_ip,1,31.960000000000004
24,speedup,32,at_ip,1,33.660000000000004
24,speedup,32,above_ip,1,35.36000000000001
24,speedup,64,below_ip,1,30.939999999999998
24,speedup,64,at_ip,1,32.98
24,speedup,64,above_ip,1,35.019999999999996
24,speedup,128,below_ip,1,31.280000000000005
24,speedup,128,at_ip,0.75,33.660000000000004
24,speedup,128,above_ip,0,36.040000000000006
