participant_id,frame,t_l,m_s_cat,p_ll,m_s
35,delay,2,below_ip,0.5,40.79999999999999
35,delay,2,at_ip,0.25,41.13999999999999
35,delay,2,above_ip,0,41.48
35,delay,4,below_ip,0.5,39.1
35,delay,4,at_ip,0.25,39.78
35,delay,4,above_ip,0.25,40.46
35,delay,8,below_ip,0.5,38.08
35,delay,8,at_ip,0.25,39.1
35,delay,8,above_ip,0,40.120000000000005
35,delay,16,below_ip,1,33.660000000000004
35,delay,16,at_ip,1,35.02
35,delay,16,above_ip,0.25,36.38
35,delay,32,below_ip,1,33.32
35,delay,32,at_ip,0.5,35.02
35,delay,32,above_ip,0,36.720000000000006
35,delay,64,below_ip,0.5,30.939999999999998
35,delay,64,at_ip,0.5,32.98
35,delay,64,above_ip,0,35.019999999999996
35,delay,128,below_ip,0.75,22.44
35,delay,128,at_ip,0,24.82
35,delay,128,above_ip,0,27.2
35,date,2,below_ip,0.75,40.79999999999999
35,date,2,at_ip,1,41.13999999999999
35,date,2,above_ip,0.5,41.48
35,date,4,below_ip,0.5,39.1
35,date,4,at_ip,0.25,39.78
35,date,4,above_ip,0,40.46
35,date,8,below_ip,0.25,38.08
35,date,8,at_ip,0,39.1
35,date,8,above_ip,0,40.120000000000005
35,date,16,below_ip,1,33.660000000000004
35,date,16,at_ip,0.5,35.02
35,date,16,above_ip,0.5,36.38
35,date,32,below_ip,0.75,33.32
35,date,32,at_ip,0,35.02
35,date,32,above_ip,0,36.720000000000006
35,date,64,below_ip,0,30.939999999999998
35,date,64,at_ip,0,32.98
35,date,64,above_ip,0,35.019999999999996
35,date,128,below_ip,0,22.44
35,date,128,at_ip,0,24.82
35,date,128,above_ip,0,27.2
