participant_id,frame,t_l,m_s_cat,p_ll,m_s
75,delay,2,below_ip,1,38.76
75,delay,2,at_ip,1,39.1
75,delay,2,above_ip,1,39.440000000000005
75,delay,4,below_ip,1,39.1
75,delay,4,at_ip,1,39.78
75,delay,4,above_ip,1,40.46
75,delay,8,below_ip,0.75,38.08
75,delay,8,at_ip,1,39.1
75,delay,8,above_ip,1,40.120000000000005
75,delay,16,below_ip,0.5,38.42
75,delay,16,at_ip,0,39.78
75,delay,16,above_ip,0.25,41.14
75,delay,32,below_ip,1,37.4
75,delay,32,at_ip,0.5,39.1
75,delay,32,above_ip,0,40.800000000000004
75,delay,64,below_ip,1,32.300000000000004
75,delay,64,at_ip,1,34.34
75,delay,64,above_ip,0.75,36.38
75,delay,128,below_ip,1,31.280000000000005
75,delay,128,at_ip,0.75,33.660000000000004
75,delay,128,above_ip,0.5,36.040000000000006
75,date,2,below_ip,1,38.76
75,date,2,at_ip,1,39.1
75,date,2,above_ip,1,39.440000000000005
75,date,4,below_ip,1,39.1
75,date,4,at_ip,1,39.78
75,date,4,above_ip,0.75,40.46
75,date,8,below_ip,1,38.08
75,date,8,at_ip,1,39.1
75,date,8,above_ip,1,40.120000000000005
75,date,16,below_ip,1,38.42
75,date,16,at_ip,1,39.78
75,date,16,above_ip,0,41.14
75,date,32,below_ip,1,37.4
75,date,32,at_ip,0,39.1
75,date,32,above_ip,0,40.800000000000004
75,date,64,below_ip,1,32.300000000000004
75,date,64,at_ip,1,34.34
75,date,64,above_ip,0.75,36.38
75,date,128,below_ip,1,31.280000000000005
75,date,128,at_ip,0.75,33.660000000000004
75,date,128,above_ip,1,36.040000000000006
