participant_id,frame,choice,n,percentage
37,neutral,ss,19,0.2345679012345679
37,neutral,ll,62,0.7654320987654321
37,defer,ss,53,0.6385542168674698
37,defer,ll,30,0.3614457831325301
37,speedup,ss,14,0.18181818181818182
37,speedup,ll,63,0.8181818181818182
