participant_id,frame,t_l,m_s_cat,p_ll,m_s
21,neutral,2,below_ip,1,19.72
21,neutral,2,at_ip,1,20.06
21,neutral,2,above_ip,1,20.4
21,neutral,4,below_ip,1,19.38
21,neutral,4,at_ip,1,20.06
21,neutral,4,above_ip,1,20.74
21,neutral,8,below_ip,1,17
21,neutral,8,at_ip,1,18.02
21,neutral,8,above_ip,1,19.04
21,neutral,16,below_ip,1,15.3
21,neutral,16,at_ip,1,16.66
21,neutral,16,above_ip,1,18.02
21,neutral,32,below_ip,0.25,14.280000000000001
21,neutral,32,at_ip,0,15.98
21,neutral,32,above_ip,0,17.68
21,neutral,64,below_ip,0,17.34
21,neutral,64,at_ip,0,19.38
21,neutral,64,above_ip,0,21.419999999999998
21,neutral,128,below_ip,0,11.559999999999999
21,neutral,128,at_ip,0,13.94
21,neutral,128,above_ip,0,16.32
21,defer,2,below_ip,1,19.72
21,defer,2,at_ip,1,20.06
21,defer,2,above_ip,0.75,20.4
21,defer,4,below_ip,1,19.38
21,defer,4,at_ip,1,20.06
21,defer,4,above_ip,0.5,20.74
21,defer,8,below_ip,1,17
21,defer,8,at_ip,1,18.02
21,defer,8,above_ip,1,19.04
21,defer,16,below_ip,0.25,15.3
21,defer,16,at_ip,0.75,16.66
21,defer,16,above_ip,0.25,18.02
21,defer,32,below_ip,0,14.280000000000001
21,defer,32,at_ip,0,15.98
21,defer,32,above_ip,0.25,17.68
21,defer,64,below_ip,0,17.34
21,defer,64,at_ip,0,19.38
21,defer,64,above_ip,0,21.419999999999998
21,defer,128,below_ip,0,11.559999999999999
21,defer,128,at_ip,0,13.94
21,defer,128,above_ip,0,16.32
21,speedup,2,below_ip,1,19.72
21,speedup,2,at_ip,1,20.06
21,speedup,2,above_ip,1,20.4
21,speedup,4,below_ip,1,19.38
21,speedup,4,at_ip,1,20.06
21,speedup,4,above_ip,1,20.74
21,speedup,8,below_ip,1,17
21,speedup,8,at_ip,1,18.02
21,speedup,8,above_ip,1,19.04
21,speedup,16,below_ip,0.5,15.3
21,speedup,16,at_ip,1,16.66
21,speedup,16,above_ip,1,18.02
21,speedup,32,below_ip,0.75,14.280000000000001
21,speedup,32,at_ip,0,15.98
21,speedup,32,above_ip,0,17.68
21,speedup,64,below_ip,0,17.34
21,speedup,64,at_ip,0,19.38
21,speedup,64,above_ip,0,21.419999999999998
21,speedup,128,below_ip,0,11.559999999999999
21,speedup,128,at_ip,0,13.94
21,speedup,128,above_ip,0,16.32
