participant_id,frame,t_l,m_s_cat,p_ll,m_s
93,delay,2,below_ip,1,42.84
93,delay,2,at_ip,1,43.18
93,delay,2,above_ip,1,43.35
93,delay,4,below_ip,1,42.5
93,delay,4,at_ip,1,43.18
93,delay,4,above_ip,1,43.35
93,delay,8,below_ip,1,42.16
93,delay,8,at_ip,1,43.18
93,delay,8,above_ip,0.75,43.35
93,delay,16,below_ip,1,41.82
93,delay,16,at_ip,1,43.18
93,delay,16,above_ip,1,43.35
93,delay,32,below_ip,1,39.44
93,delay,32,at_ip,1,41.14
93,delay,32,above_ip,0.5,42.84
93,delay,64,below_ip,1,39.1
93,delay,64,at_ip,1,41.14
93,delay,64,above_ip,0.75,43.18
93,delay,128,below_ip,1,38.76
93,delay,128,at_ip,0,41.14
93,delay,128,above_ip,0,42.33
93,date,2,below_ip,1,42.84
93,date,2,at_ip,1,43.18
93,date,2,above_ip,1,43.35
93,date,4,below_ip,1,42.5
93,date,4,at_ip,1,43.18
93,date,4,above_ip,1,43.35
93,date,8,below_ip,1,42.16
93,date,8,at_ip,1,43.18
93,date,8,above_ip,1,43.35
93,date,16,below_ip,1,41.82
93,date,16,at_ip,0.75,43.18
93,date,16,above_ip,0.75,43.35
93,date,32,below_ip,1,39.44
93,date,32,at_ip,1,41.14
93,date,32,above_ip,0.25,42.84
93,date,64,below_ip,1,39.1
93,date,64,at_ip,1,41.14
93,date,64,above_ip,0,43.18
93,date,128,below_ip,0.75,38.76
93,date,128,at_ip,0.5,41.14
93,date,128,above_ip,0,42.33
