participant_id,frame,t_l,m_s_cat,p_ll,m_s
88,neutral,2,below_ip,1,34.68
88,neutral,2,at_ip,1,35.02
88,neutral,2,above_ip,1,35.36
88,neutral,4,below_ip,0.25,32.3
88,neutral,4,at_ip,0.5,32.98
88,neutral,4,above_ip,0.75,33.66
88,neutral,8,below_ip,0,26.52
88,neutral,8,at_ip,0,27.54
88,neutral,8,above_ip,0,28.56
88,neutral,16,below_ip,0,23.46
88,neutral,16,at_ip,0,24.82
88,neutral,16,above_ip,0,26.18
88,neutral,32,below_ip,0.25,16.32
88,neutral,32,at_ip,0,18.02
88,neutral,32,above_ip,0,19.72
88,neutral,64,below_ip,0,7.82
88,neutral,64,at_ip,0,9.86
88,neutral,64,above_ip,0,11.9
88,neutral,128,below_ip,0,1.36
88,neutral,128,at_ip,0,3.74
88,neutral,128,above_ip,0,6.12
88,defer,2,below_ip,1,34.68
88,defer,2,at_ip,1,35.02
88,defer,2,above_ip,1,35.36
88,defer,4,below_ip,1,32.3
88,defer,4,at_ip,1,32.98
88,defer,4,above_ip,1,33.66
88,defer,8,below_ip,0.5,26.52
88,defer,8,at_ip,0.5,27.54
88,defer,8,above_ip,0.25,28.56
88,defer,16,below_ip,0,23.46
88,defer,16,at_ip,0,24.82
88,defer,16,above_ip,0,26.18
88,defer,32,below_ip,0,16.32
88,defer,32,at_ip,0,18.02
88,defer,32,above_ip,0.25,19.72
88,defer,64,below_ip,0,7.82
88,defer,64,at_ip,0,9.86
88,defer,64,above_ip,0,11.9
88,defer,128,below_ip,0,1.36
88,defer,128,at_ip,0,3.74
88,defer,128,above_ip,0,6.12
88,speedup,2,below_ip,1,34.68
88,speedup,2,at_ip,1,35.02
88,speedup,2,above_ip,1,35.36
88,speedup,4,below_ip,1,32.3
88,speedup,4,at_ip,1,32.98
88,speedup,4,above_ip,1,33.66
88,speedup,8,below_ip,1,26.52
88,speedup,8,at_ip,1,27.54
88,speedup,8,above_ip,1,28.56
88,speedup,16,below_ip,1,23.46
88,speedup,16,at_ip,1,24.82
88,speedup,16,above_ip,1,26.18
88,speedup,32,below_ip,1,16.32
88,speedup,32,at_ip,1,18.02
88,speedup,32,above_ip,1,19.72
88,speedup,64,below_ip,1,7.82
88,speedup,64,at_ip,1,9.86
88,speedup,64,above_ip,1,11.9
88,speedup,128,below_ip,1,1.36
88,speedup,128,at_ip,1,3.74
88,speedup,128,above_ip,1,6.12
