participant_id,frame,choice,n,percentage
49,neutral,ss,3,0.047619047619047616
49,neutral,ll,60,0.9523809523809523
49,defer,ss,9,0.15254237288135594
49,defer,ll,50,0.847457627118644
49,speedup,ss,3,0.037037037037037035
49,speedup,ll,78,0.9629629629629629
