participant_id,frame,choice,n,percentage
46,neutral,ss,34,0.41975308641975306
46,neutral,ll,47,0.5802469135802469
46,defer,ss,50,0.6024096385542169
46,defer,ll,33,0.39759036144578314
46,speedup,ss,33,0.4074074074074074
46,speedup,ll,48,0.5925925925925926
