participant_id,frame,t_l,m_s_cat,p_ll,m_s
20,delay,2,below_ip,1,31.28
20,delay,2,at_ip,1,31.62
20,delay,2,above_ip,1,31.96
20,delay,4,below_ip,1,28.9
20,delay,4,at_ip,1,29.58
20,delay,4,above_ip,0.5,30.259999999999998
20,delay,8,below_ip,0.25,28.56
20,delay,8,at_ip,0,29.58
20,delay,8,above_ip,0,30.599999999999998
20,delay,16,below_ip,1,20.060000000000002
20,delay,16,at_ip,0.5,21.42
20,delay,16,above_ip,0.25,22.78
20,delay,32,below_ip,0.25,17
20,delay,32,at_ip,0.5,18.7
20,delay,32,above_ip,0,20.4
20,delay,64,below_ip,1,11.899999999999999
20,delay,64,at_ip,1,13.94
20,delay,64,above_ip,0.5,15.98
20,delay,128,below_ip,1,9.52
20,delay,128,at_ip,0.75,11.9
20,delay,128,above_ip,0,14.280000000000001
20,date,2,below_ip,1,31.28
20,date,2,at_ip,1,31.62
20,date,2,above_ip,1,31.96
20,date,4,below_ip,1,28.9
20,date,4,at_ip,1,29.58
20,date,4,above_ip,0.75,30.259999999999998
20,date,8,below_ip,1,28.56
20,date,8,at_ip,0.75,29.58
20,date,8,above_ip,0.25,30.599999999999998
20,date,16,below_ip,0.5,20.060000000000002
20,date,16,at_ip,0,21.42
20,date,16,above_ip,0.5,22.78
20,date,32,below_ip,1,17
20,date,32,at_ip,0,18.7
20,date,32,above_ip,0.25,20.4
20,date,64,below_ip,1,11.899999999999999
20,date,64,at_ip,0.75,13.94
20,date,64,above_ip,0.75,15.98
20,date,128,below_ip,1,9.52
20,date,128,at_ip,0.25,11.9
20,date,128,above_ip,0,14.280000000000001
