participant_id,frame,t_l,m_s_cat,p_ll,m_s
46,neutral,2,below_ip,1,40.12
46,neutral,2,at_ip,1,40.46
46,neutral,2,above_ip,1,40.800000000000004
46,neutral,4,below_ip,1,40.459999999999994
46,neutral,4,at_ip,0.5,41.13999999999999
46,neutral,4,above_ip,1,41.81999999999999
46,neutral,8,below_ip,1,40.11999999999999
46,neutral,8,at_ip,0.3333333333333333,41.13999999999999
46,neutral,8,above_ip,0.25,42.16
46,neutral,16,below_ip,0.25,39.779999999999994
46,neutral,16,at_ip,0.25,41.13999999999999
46,neutral,16,above_ip,0,42.49999999999999
46,neutral,32,below_ip,0.75,35.36
46,neutral,32,at_ip,0.25,37.06
46,neutral,32,above_ip,0,38.760000000000005
46,neutral,64,below_ip,0.75,33.660000000000004
46,neutral,64,at_ip,0.25,35.7
46,neutral,64,above_ip,0,37.74
46,neutral,128,below_ip,1,25.16
46,neutral,128,at_ip,1,27.54
46,neutral,128,above_ip,0.75,29.919999999999998
46,defer,2,below_ip,1,40.12
46,defer,2,at_ip,1,40.46
46,defer,2,above_ip,1,40.800000000000004
46,defer,4,below_ip,1,40.459999999999994
46,defer,4,at_ip,0.5,41.13999999999999
46,defer,4,above_ip,0.75,41.81999999999999
46,defer,8,below_ip,0.25,40.11999999999999
46,defer,8,at_ip,0.25,41.13999999999999
46,defer,8,above_ip,0,42.16
46,defer,16,below_ip,0,39.779999999999994
46,defer,16,at_ip,0,41.13999999999999
46,defer,16,above_ip,0,42.49999999999999
46,defer,32,below_ip,0,35.36
46,defer,32,at_ip,0,37.06
46,defer,32,above_ip,0,38.760000000000005
46,defer,64,below_ip,0.5,33.660000000000004
46,defer,64,at_ip,0,35.7
46,defer,64,above_ip,0,37.74
46,defer,128,below_ip,1,25.16
46,defer,128,at_ip,0.75,27.54
46,defer,128,above_ip,0.5,29.919999999999998
46,speedup,2,below_ip,1,40.12
46,speedup,2,at_ip,1,40.46
46,speedup,2,above_ip,1,40.800000000000004
46,speedup,4,below_ip,1,40.459999999999994
46,speedup,4,at_ip,1,41.13999999999999
46,speedup,4,above_ip,0.5,41.81999999999999
46,speedup,8,below_ip,1,40.11999999999999
46,speedup,8,at_ip,0.5,41.13999999999999
46,speedup,8,above_ip,0,42.16
46,speedup,16,below_ip,0.5,39.779999999999994
46,speedup,16,at_ip,0,41.13999999999999
46,speedup,16,above_ip,0,42.49999999999999
46,speedup,32,below_ip,0.75,35.36
46,speedup,32,at_ip,0.25,37.06
46,speedup,32,above_ip,0.5,38.760000000000005
46,speedup,64,below_ip,0.75,33.660000000000004
46,speedup,64,at_ip,0.25,35.7
46,speedup,64,above_ip,0,37.74
46,speedup,128,below_ip,1,25.16
46,speedup,128,at_ip,1,27.54
46,speedup,128,above_ip,0.75,29.919999999999998
