participant_id,frame,t_l,m_s_cat,p_ll,m_s
13,neutral,2,below_ip,0.25,40.12
13,neutral,2,at_ip,0,40.46
13,neutral,2,above_ip,0,40.800000000000004
13,neutral,4,below_ip,0.25,38.42
13,neutral,4,at_ip,0.25,39.1
13,neutral,4,above_ip,0,39.78
13,neutral,8,below_ip,0.3333333333333333,38.08
13,neutral,8,at_ip,0,39.1
13,neutral,8,above_ip,0,40.120000000000005
13,neutral,16,below_ip,0,37.74
13,neutral,16,at_ip,0.25,39.1
13,neutral,16,above_ip,0,40.46
13,neutral,32,below_ip,1,19.720000000000002
13,neutral,32,at_ip,1,21.42
13,neutral,32,above_ip,0.75,23.12
13,neutral,64,below_ip,1,13.260000000000002
13,neutral,64,at_ip,1,15.3
13,neutral,64,above_ip,1,17.34
13,neutral,128,below_ip,1,6.119999999999999
13,neutral,128,at_ip,1,8.5
13,neutral,128,above_ip,1,10.88
13,defer,2,below_ip,0,40.12
13,defer,2,at_ip,0.3333333333333333,40.46
13,defer,2,above_ip,0,40.800000000000004
13,defer,4,below_ip,0.25,38.42
13,defer,4,at_ip,0.25,39.1
13,defer,4,above_ip,0.25,39.78
13,defer,8,below_ip,0,38.08
13,defer,8,at_ip,0,39.1
13,defer,8,above_ip,0,40.120000000000005
13,defer,16,below_ip,0,37.74
13,defer,16,at_ip,0,39.1
13,defer,16,above_ip,0,40.46
13,defer,32,below_ip,1,19.720000000000002
13,defer,32,at_ip,1,21.42
13,defer,32,above_ip,1,23.12
13,defer,64,below_ip,1,13.260000000000002
13,defer,64,at_ip,1,15.3
13,defer,64,above_ip,1,17.34
13,defer,128,below_ip,1,6.119999999999999
13,defer,128,at_ip,1,8.5
13,defer,128,above_ip,0.6666666666666666,10.88
13,speedup,2,below_ip,0,40.12
13,speedup,2,at_ip,0.75,40.46
13,speedup,2,above_ip,0.25,40.800000000000004
13,speedup,4,below_ip,0.25,38.42
13,speedup,4,at_ip,0,39.1
13,speedup,4,above_ip,0.25,39.78
13,speedup,8,below_ip,0.25,38.08
13,speedup,8,at_ip,0.5,39.1
13,speedup,8,above_ip,0,40.120000000000005
13,speedup,16,below_ip,0.25,37.74
13,speedup,16,at_ip,0.25,39.1
13,speedup,16,above_ip,0.5,40.46
13,speedup,32,below_ip,1,19.720000000000002
13,speedup,32,at_ip,1,21.42
13,speedup,32,above_ip,1,23.12
13,speedup,64,below_ip,1,13.260000000000002
13,speedup,64,at_ip,1,15.3
13,speedup,64,above_ip,1,17.34
13,speedup,128,below_ip,1,6.119999999999999
13,speedup,128,at_ip,1,8.5
13,speedup,128,above_ip,1,10.88
