participant_id,frame,choice,n,percentage
92,neutral,ss,24,0.2857142857142857
92,neutral,ll,60,0.7142857142857143
92,defer,ss,27,0.32142857142857145
92,defer,ll,57,0.6785714285714286
92,speedup,ss,19,0.2345679012345679
92,speedup,ll,62,0.7654320987654321
