participant_id,frame,t_l,m_s_cat,p_ll,m_s
33,delay,2,below_ip,1,38.76
33,delay,2,at_ip,1,39.1
33,delay,2,above_ip,1,39.440000000000005
33,delay,4,below_ip,1,38.42
33,delay,4,at_ip,1,39.1
33,delay,4,above_ip,1,39.78
33,delay,8,below_ip,1,34.68
33,delay,8,at_ip,1,35.7
33,delay,8,above_ip,0.75,36.720000000000006
33,delay,16,below_ip,1,33.660000000000004
33,delay,16,at_ip,0.5,35.02
33,delay,16,above_ip,0.5,36.38
33,delay,32,below_ip,1,28.560000000000002
33,delay,32,at_ip,0.25,30.26
33,delay,32,above_ip,0.5,31.96
33,delay,64,below_ip,0.75,7.819999999999999
33,delay,64,at_ip,1,9.86
33,delay,64,above_ip,0.5,11.899999999999999
33,delay,128,below_ip,0.25,4.08
33,delay,128,at_ip,0,6.46
33,delay,128,above_ip,0,8.84
33,date,2,below_ip,1,38.76
33,date,2,at_ip,0.75,39.1
33,date,2,above_ip,1,39.440000000000005
33,date,4,below_ip,1,38.42
33,date,4,at_ip,1,39.1
33,date,4,above_ip,1,39.78
33,date,8,below_ip,1,34.68
33,date,8,at_ip,1,35.7
33,date,8,above_ip,0.75,36.720000000000006
33,date,16,below_ip,1,33.660000000000004
33,date,16,at_ip,1,35.02
33,date,16,above_ip,0.5,36.38
33,date,32,below_ip,1,28.560000000000002
33,date,32,at_ip,0.75,30.26
33,date,32,above_ip,0.5,31.96
33,date,64,below_ip,1,7.819999999999999
33,date,64,at_ip,1,9.86
33,date,64,above_ip,1,11.899999999999999
33,date,128,below_ip,1,4.08
33,date,128,at_ip,0.3333333333333333,6.46
33,date,128,above_ip,1,8.84
