participant_id,frame,t_l,m_s_cat,p_ll,m_s
51,neutral,2,below_ip,1,39.44
51,neutral,2,at_ip,0.75,39.78
51,neutral,2,above_ip,1,40.120000000000005
51,neutral,4,below_ip,1,39.1
51,neutral,4,at_ip,0.75,39.78
51,neutral,4,above_ip,1,40.46
51,neutral,8,below_ip,0.75,38.76
51,neutral,8,at_ip,0.5,39.78
51,neutral,8,above_ip,1,40.800000000000004
51,neutral,16,below_ip,0.25,38.42
51,neutral,16,at_ip,0.25,39.78
51,neutral,16,above_ip,0,41.14
51,neutral,32,below_ip,0.5,36.72
51,neutral,32,at_ip,0.25,38.42
51,neutral,32,above_ip,0.3333333333333333,40.120000000000005
51,neutral,64,below_ip,0.6666666666666666,35.7
51,neutral,64,at_ip,0.25,37.74
51,neutral,64,above_ip,0,39.78
51,neutral,128,below_ip,0.25,36.72
51,neutral,128,at_ip,0,39.1
51,neutral,128,above_ip,0,41.480000000000004
51,defer,2,below_ip,0.75,39.44
51,defer,2,at_ip,1,39.78
51,defer,2,above_ip,0.5,40.120000000000005
51,defer,4,below_ip,1,39.1
51,defer,4,at_ip,0.5,39.78
51,defer,4,above_ip,0.5,40.46
51,defer,8,below_ip,0.75,38.76
51,defer,8,at_ip,0.25,39.78
51,defer,8,above_ip,0.5,40.800000000000004
51,defer,16,below_ip,0.75,38.42
51,defer,16,at_ip,0,39.78
51,defer,16,above_ip,0,41.14
51,defer,32,below_ip,0.75,36.72
51,defer,32,at_ip,0.25,38.42
51,defer,32,above_ip,0,40.120000000000005
51,defer,64,below_ip,1,35.7
51,defer,64,at_ip,0.6666666666666666,37.74
51,defer,64,above_ip,0,39.78
51,defer,128,below_ip,0.6666666666666666,36.72
51,defer,128,at_ip,0,39.1
51,defer,128,above_ip,0,41.480000000000004
51,speedup,2,below_ip,1,39.44
51,speedup,2,at_ip,1,39.78
51,speedup,2,above_ip,1,40.120000000000005
51,speedup,4,below_ip,1,39.1
51,speedup,4,at_ip,1,39.78
51,speedup,4,above_ip,1,40.46
51,speedup,8,below_ip,1,38.76
51,speedup,8,at_ip,1,39.78
51,speedup,8,above_ip,0,40.800000000000004
51,speedup,16,below_ip,1,38.42
51,speedup,16,at_ip,0.75,39.78
51,speedup,16,above_ip,0,41.14
51,speedup,32,below_ip,1,36.72
51,speedup,32,at_ip,0.5,38.42
51,speedup,32,above_ip,0.3333333333333333,40.120000000000005
51,speedup,64,below_ip,0.75,35.7
51,speedup,64,at_ip,0.25,37.74
51,speedup,64,above_ip,0,39.78
51,speedup,128,below_ip,0.25,36.72
51,speedup,128,at_ip,0,39.1
51,speedup,128,above_ip,0,41.480000000000004
