participant_id,model,parameterization,bound_settings,algorithm,n_iter,converged,LL,AIC,BIC
6,DFT_CRT,date_delay_value_scaling,wide,DEoptimR,291,TRUE,-344.7361769521471,701.4723539042942,720.1803167787947
