participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa1,kappa2,kappa3,w,a,t01,t02,t03
92,DDM,time_and_value_scaling_t0,wide,DEoptimR,0.7712567865905876,1,0.9994843348106273,0.6269464014182697,1,1.02635723794679,0.9733947192709986,0.8114578095202765,3.76874414860151,1.4966959873093753,1.5550148224836746,1.9380113619071626
