participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu,beta,kappa1,kappa2,kappa3,w,a,t01,t02,t03
51,DDM,time_scaling_t0,wide,DEoptim,1.1896612398553634,1,0.32638354187635266,1,0.8416872090956623,0.8019983609050184,0.18495257526907827,2.276755155738888,1.355174764179113,1.3994829411610177,1.3653387313723493
