participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu,beta,kappa1,kappa2,kappa3,w,a,t01,t02,t03
41,DDM,time_scaling_t0,wide,DEoptimR,0.7431393718385795,1,0.5737000049309953,1,0.932628958731232,0.8159675183061471,0.6837484052995497,2.8604592035207856,1.2999444213183053,1.542724449432896,1.294805452080201
