participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu,beta,kappa1,kappa2,kappa3,w,a,t01,t02,t03
46,DDM,time_scaling_t0,wide,DEoptimR,0.8195288667918973,1,0.5867325957484686,1,1.0581059530425794,0.9524013769279736,0.7392944686430504,3.046189980845013,1.4578554370959143,1.3271189759218056,1.3347249784108466
