participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa,w,theta_star,t0
75,DFT_CRT,value_scaling,wide,DEoptim,0.8120328999721371,1,0.987224559952318,0.35248193455351173,1,0.7563418685618458,3.338864047246314,1.2016302788724151
