participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa,w,a,t01,t02,t03
67,DDM,value_scaling_t0,wide,DEoptimR,0.6859525979642316,1,1.0000001020282132,0.4394896113126671,1,0.7553921331617053,3.3114506108909767,1.3540546963060933,1.3067872192150871,1.5149212624198087
