participant_id,model_name,parameterization,bound_settings,algorithm,iter,alpha,mu,beta,kappa1,kappa2,kappa3,w,a,t0
42,DDM,time_scaling,wide,DEoptim,1,0.5092348055890762,1,0.1454912457172759,1,0.4025449836626649,2.211726240348071,0.0131181319408305,2.9547751121383627,1.3855800935300069
42,DDM,time_scaling,wide,DEoptim,2,0.5092348055890762,1,0.1454912457172759,1,0.4025449836626649,2.211726240348071,0.0131181319408305,2.9547751121383627,1.3855800935300069
42,DDM,time_scaling,wide,DEoptim,3,0.775694276704453,1,0.1871429242216982,1,6.616251196246594,1.0318786557763815,0.8520980641249754,2.2368896831639575,1.121908068829216
42,DDM,time_scaling,wide,DEoptim,4,0.3465548108494841,1,0.24889694209676239,1,3.9553223736584187,0.697349940892309,0.8431076445822334,8.365092554042814,0.1233950368128717
42,DDM,time_scaling,wide,DEoptim,5,0.3465548108494841,1,0.24889694209676239,1,3.9553223736584187,0.697349940892309,0.8431076445822334,8.365092554042814,0.1233950368128717
42,DDM,time_scaling,wide,DEoptim,6,0.5092348055890762,1,0.1454912457172759,1,0.4025449836626649,2.211726240348071,0.6366328900198867,2.9547751121383627,1.3855800935300069
42,DDM,time_scaling,wide,DEoptim,7,0.5092348055890762,1,0.1454912457172759,1,0.4025449836626649,2.211726240348071,0.6366328900198867,2.9547751121383627,1.3855800935300069
42,DDM,time_scaling,wide,DEoptim,8,0.5092348055890762,1,0.1454912457172759,1,0.4025449836626649,2.211726240348071,0.6366328900198867,2.9547751121383627,1.3855800935300069
42,DDM,time_scaling,wide,DEoptim,9,0.5092348055890762,1,0.1454912457172759,1,0.4025449836626649,2.211726240348071,0.6366328900198867,2.9547751121383627,1.3855800935300069
42,DDM,time_scaling,wide,DEoptim,10,0.5092348055890762,1,0.1454912457172759,1,0.4025449836626649,2.211726240348071,0.6366328900198867,2.9547751121383627,1.3855800935300069
42,DDM,time_scaling,wide,DEoptim,11,0.5092348055890762,1,0.1454912457172759,1,0.4025449836626649,2.211726240348071,0.6366328900198867,2.9547751121383627,1.3855800935300069
42,DDM,time_scaling,wide,DEoptim,12,0.5524331598135201,1,0.1913459543231875,1,6.7521896066777405,1.9222571380230424,0.8520980641249754,2.2368896831639575,1.450092313967337
42,DDM,time_scaling,wide,DEoptim,13,0.5524331598135201,1,0.1913459543231875,1,6.7521896066777405,1.9222571380230424,0.8520980641249754,2.2368896831639575,1.450092313967337
42,DDM,time_scaling,wide,DEoptim,14,0.5524331598135201,1,0.1913459543231875,1,6.7521896066777405,1.9222571380230424,0.8520980641249754,2.2368896831639575,1.450092313967337
42,DDM,time_scaling,wide,DEoptim,15,0.0728526288177818,1,0.3770579932452178,1,2.738235461308718,2.450473890201747,0.9251878671406392,2.0989303939048556,1.4078913329206344
42,DDM,time_scaling,wide,DEoptim,16,0.0728526288177818,1,0.3770579932452178,1,2.738235461308718,2.450473890201747,0.9251878671406392,2.0989303939048556,1.4078913329206344
42,DDM,time_scaling,wide,DEoptim,17,0.28498432259075346,1,0.3770579932452178,1,2.738235461308718,2.450473890201747,0.9251878671406392,2.0989303939048556,1.4078913329206344
42,DDM,time_scaling,wide,DEoptim,18,0.5524331598135201,1,0.1913459543231875,1,1.4335438353009522,1.9222571380230424,0.8520980641249754,2.2368896831639575,1.450092313967337
42,DDM,time_scaling,wide,DEoptim,19,0.5524331598135201,1,0.1913459543231875,1,1.4335438353009522,1.9222571380230424,0.8520980641249754,2.2368896831639575,1.450092313967337
42,DDM,time_scaling,wide,DEoptim,20,0.5524331598135201,1,0.1913459543231875,1,1.4335438353009522,1.9222571380230424,0.8520980641249754,2.2368896831639575,1.450092313967337
