participant_id,model,parameterization,bound_settings,algorithm,n_iter,converged,LL,AIC,BIC
69,DFT_CRT,defer_speedup_value_scaling,wide,DEoptimR,1206,TRUE,-469.3926870649465,950.785374129893,971.7683834816521
