participant_id,model_name,parameterization,bound_settings,algorithm,iter,alpha,mu,beta,kappa1,kappa2,w,theta_star,t01,t02
20,DFT_CRT,time_scaling_t0,wide,DEoptimR,1,0.33858159734169024,1,0.45891922527924184,1,6.2923553376458585,0.8922287759210077,2.716737245651893,0.7208862371742726,0.30833109193481506
20,DFT_CRT,time_scaling_t0,wide,DEoptimR,2,2.853160997755415,1,2.0991851002146493,1,0.2542485890444368,0.14305597459234998,4.294893031610265,0.23691296100316317,1.1513660096389375
20,DFT_CRT,time_scaling_t0,wide,DEoptimR,3,2.741340036055996,1,0.42785314125018103,1,4.881285630583484,0.20765161212476904,6.871852726518489,0.5488455861636201,1.0288764326449371
20,DFT_CRT,time_scaling_t0,wide,DEoptimR,4,2.741340036055996,1,0.42785314125018103,1,4.881285630583484,0.20765161212476904,6.871852726518489,0.5488455861636201,1.0288764326449371
20,DFT_CRT,time_scaling_t0,wide,DEoptimR,5,2.741340036055996,1,0.42785314125018103,1,4.881285630583484,0.20765161212476904,6.871852726518489,0.5488455861636201,1.0288764326449371
20,DFT_CRT,time_scaling_t0,wide,DEoptimR,6,1.2290171087752584,1,0.32237898914997815,1,4.149922322549372,0.3768222958928354,4.030167292083715,0.06113927100659442,1.597407981719138
20,DFT_CRT,time_scaling_t0,wide,DEoptimR,7,1.2290171087752584,1,0.32237898914997815,1,4.149922322549372,0.3768222958928354,4.030167292083715,0.06113927100659442,1.597407981719138
20,DFT_CRT,time_scaling_t0,wide,DEoptimR,8,1.2290171087752584,1,0.32237898914997815,1,4.149922322549372,0.3768222958928354,4.030167292083715,0.06113927100659442,1.597407981719138
20,DFT_CRT,time_scaling_t0,wide,DEoptimR,9,1.2290171087752584,1,0.32237898914997815,1,4.149922322549372,0.3768222958928354,4.030167292083715,0.06113927100659442,1.4456975274255561
20,DFT_CRT,time_scaling_t0,wide,DEoptimR,10,1.455190496572377,1,0.4747823053685092,1,7.707674734112537,0.3962169517649584,3.9060046173873464,0.9011388032951183,0.7330472916123358
