participant_id,model_name,parameterization,bound_settings,algorithm,iter,alpha,mu1,mu2,beta,kappa,w,a,t01,t02,t03
47,DDM,value_scaling_t0,wide,DEoptim,1,0.45891922527924184,1,0.654037619009614,0.6557189538981766,1,0.8759358464066918,2.9714549284023235,1.1576433351030575,0.5859423390007579,0.8153998618246988
47,DDM,value_scaling_t0,wide,DEoptim,2,0.45891922527924184,1,0.654037619009614,0.6557189538981766,1,0.8759358464066918,2.9714549284023235,1.1576433351030575,0.5859423390007579,0.8153998618246988
47,DDM,value_scaling_t0,wide,DEoptim,3,0.45891922527924184,1,0.654037619009614,0.6557189538981766,1,0.8759358464066918,2.9714549284023235,1.1576433351030575,0.5859423390007579,0.8153998618246988
47,DDM,value_scaling_t0,wide,DEoptim,4,0.45891922527924184,1,0.654037619009614,0.6557189538981766,1,0.8759358464066918,2.9714549284023235,1.1576433351030575,0.5859423390007579,0.8153998618246988
47,DDM,value_scaling_t0,wide,DEoptim,5,0.45891922527924184,1,0.654037619009614,0.6557189538981766,1,0.8759358464066918,2.9714549284023235,1.1576433351030575,0.5859423390007579,0.8153998618246988
47,DDM,value_scaling_t0,wide,DEoptim,6,0.45891922527924184,1,0.654037619009614,0.6557189538981766,1,0.8759358464066918,2.9714549284023235,1.1576433351030575,0.5859423390007579,0.8153998618246988
47,DDM,value_scaling_t0,wide,DEoptim,7,0.45891922527924184,1,0.654037619009614,0.6557189538981766,1,0.8759358464066918,2.9714549284023235,1.1576433351030575,0.5859423390007579,0.8153998618246988
47,DDM,value_scaling_t0,wide,DEoptim,8,0.09661061179358513,1,0.6771391097456216,0.27597125476785,1,0.8328849924693297,5.0015723248575625,1.3492272033826447,0.7403841718349607,0.3912701250775718
47,DDM,value_scaling_t0,wide,DEoptim,9,0.09661061179358513,1,0.6771391097456216,0.27597125476785,1,0.8328849924693297,5.0015723248575625,1.3492272033826447,0.7403841718349607,0.3912701250775718
47,DDM,value_scaling_t0,wide,DEoptim,10,0.09661061179358513,1,0.6771391097456216,0.27597125476785,1,0.8328849924693297,5.0015723248575625,1.3492272033826447,0.7403841718349607,0.3912701250775718
47,DDM,value_scaling_t0,wide,DEoptim,11,0.3967146553677729,1,0.7739404238797724,0.4598638979649918,1,0.9805065760778333,3.9745042318910304,1.2242703065345062,0.41149720566807313,0.8610447317032142
47,DDM,value_scaling_t0,wide,DEoptim,12,0.2297193976505124,1,0.8828518896549941,0.6666562260547654,1,0.9800561106459573,2.797216266637118,0.8403398291849866,0.35597095445741733,1.2774050727844348
47,DDM,value_scaling_t0,wide,DEoptim,13,0.2297193976505124,1,0.8828518896549941,0.6666562260547654,1,0.9800561106459573,2.797216266637118,0.8403398291849866,0.35597095445741733,1.2774050727844348
