participant_id,model,parameterization,bound_settings,algorithm,n_iter,converged,LL,AIC,BIC
68,DDM,date_delay_time_scaling,wide,DEoptimR,306,TRUE,-300.2496073554268,612.4992147108536,631.1711414409929
