participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa1,kappa2,w,a,t01,t02
50,DDM,time_and_value_scaling_t0,wide,DEoptimR,1.0015555957485793,1,0.8317447705696814,0.5341296421728092,1,0.8592100725139921,0.759283990273572,3.665481541792942,1.2835320548604927,1.370811209332441
