participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa1,kappa2,kappa3,w,a,t01,t02,t03
24,DDM,time_and_value_scaling_t0,wide,DEoptim,0.6684067077189608,1,0.9894728382369901,0.5829913376582156,1,1.5146953182247458,0.9243098395053758,0.9020904992431417,3.050248621000901,1.387994524949547,1.2720164284532343,1.3892158232190874
