participant_id,model_name,parameterization,bound_settings,algorithm,iter,alpha,mu1,mu2,beta,kappa1,kappa2,w,theta_star,t01,t02
75,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,1,2.88189376444323,1,1.9898927689064294,0.1902061708713882,1,9.185536736622453,0.1298245965645183,3.576965634634252,1.41441113561159,0.5276778176659719
75,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,2,2.88189376444323,1,1.9898927689064294,0.1902061708713882,1,9.185536736622453,0.1298245965645183,3.576965634634252,1.41441113561159,0.5276778176659719
75,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,3,2.88189376444323,1,1.9898927689064294,0.1902061708713882,1,9.185536736622453,0.1298245965645183,3.576965634634252,1.1557498983177354,0.5276778176659719
75,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,4,2.88189376444323,1,1.9898927689064294,0.1902061708713882,1,9.185536736622453,0.1298245965645183,3.576965634634252,1.1557498983177354,0.5276778176659719
75,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,5,2.88189376444323,1,1.9898927689064294,0.1902061708713882,1,9.185536736622453,0.1298245965645183,3.576965634634252,1.1557498983177354,0.5276778176659719
75,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,6,2.88189376444323,1,1.9898927689064294,0.1902061708713882,1,9.185536736622453,0.1298245965645183,3.576965634634252,1.1557498983177354,0.5276778176659719
75,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,7,2.88189376444323,1,1.9898927689064294,0.1902061708713882,1,9.185536736622453,0.1298245965645183,3.576965634634252,1.1557498983177354,0.5276778176659719
75,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,8,2.88189376444323,1,1.9898927689064294,0.1902061708713882,1,9.185536736622453,0.1298245965645183,3.576965634634252,1.1557498983177354,0.5276778176659719
75,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,9,2.88189376444323,1,0.2676456109620631,0.7551320500951819,1,9.185536736622453,0.1298245965645183,3.576965634634252,1.1557498983177354,0.5276778176659719
75,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,10,2.88189376444323,1,0.2676456109620631,0.7551320500951819,1,9.185536736622453,0.1298245965645183,3.576965634634252,1.1557498983177354,0.5276778176659719
75,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,11,2.88189376444323,1,0.2676456109620631,0.7551320500951819,1,9.185536736622453,0.1298245965645183,3.576965634634252,1.1557498983177354,0.5276778176659719
75,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,12,2.88189376444323,1,0.2676456109620631,0.7551320500951819,1,9.185536736622453,0.1298245965645183,3.576965634634252,1.1557498983177354,0.5276778176659719
75,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,13,2.88189376444323,1,0.2676456109620631,0.7551320500951819,1,9.185536736622453,0.1298245965645183,3.576965634634252,1.1557498983177354,0.5276778176659719
75,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,14,2.88189376444323,1,0.2676456109620631,0.7551320500951819,1,9.185536736622453,0.1298245965645183,3.576965634634252,1.1557498983177354,0.5276778176659719
75,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,15,2.88189376444323,1,0.2676456109620631,0.7551320500951819,1,9.185536736622453,0.1298245965645183,3.576965634634252,1.1557498983177354,0.5276778176659719
75,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,16,2.88189376444323,1,0.2676456109620631,0.7551320500951819,1,9.185536736622453,0.1298245965645183,3.576965634634252,1.1557498983177354,0.5276778176659719
75,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,17,2.88189376444323,1,0.2676456109620631,0.7551320500951819,1,9.185536736622453,0.1298245965645183,3.576965634634252,1.1557498983177354,0.5276778176659719
75,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,18,2.88189376444323,1,0.2676456109620631,0.7551320500951819,1,9.185536736622453,0.1298245965645183,3.576965634634252,1.1557498983177354,0.5276778176659719
75,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,19,2.88189376444323,1,0.2676456109620631,0.7551320500951819,1,9.185536736622453,0.1298245965645183,3.576965634634252,1.1557498983177354,0.5276778176659719
75,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,20,2.88189376444323,1,0.2676456109620631,0.7551320500951819,1,9.185536736622453,0.1298245965645183,3.576965634634252,1.1557498983177354,0.5276778176659719
75,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,21,2.88189376444323,1,0.2676456109620631,0.7551320500951819,1,9.185536736622453,0.1298245965645183,3.576965634634252,1.1557498983177354,0.5276778176659719
75,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,22,2.88189376444323,1,0.2676456109620631,0.7551320500951819,1,9.185536736622453,0.1298245965645183,3.576965634634252,1.1557498983177354,0.5276778176659719
75,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,23,2.88189376444323,1,0.2676456109620631,0.7551320500951819,1,9.185536736622453,0.1298245965645183,3.576965634634252,1.1557498983177354,0.5276778176659719
75,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,24,2.88189376444323,1,0.2676456109620631,0.7551320500951819,1,9.185536736622453,0.1298245965645183,3.576965634634252,1.1557498983177354,0.5276778176659719
75,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,25,2.88189376444323,1,0.2676456109620631,0.7551320500951819,1,9.185536736622453,0.1298245965645183,3.576965634634252,1.1557498983177354,0.5276778176659719
75,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,26,2.88189376444323,1,0.2676456109620631,0.7551320500951819,1,9.185536736622453,0.1298245965645183,3.576965634634252,1.1557498983177354,0.5276778176659719
75,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,27,2.88189376444323,1,0.2676456109620631,0.7551320500951819,1,9.185536736622453,0.1298245965645183,3.576965634634252,1.1557498983177354,0.5276778176659719
75,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,28,2.88189376444323,1,0.2676456109620631,0.7551320500951819,1,9.185536736622453,0.1298245965645183,3.576965634634252,1.1557498983177354,0.5276778176659719
75,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,29,2.88189376444323,1,0.2676456109620631,0.7551320500951819,1,9.185536736622453,0.1298245965645183,3.576965634634252,1.1557498983177354,0.5276778176659719
75,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,30,2.88189376444323,1,0.2676456109620631,0.7551320500951819,1,9.185536736622453,0.1298245965645183,3.576965634634252,1.1557498983177354,0.5276778176659719
75,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,31,2.8510375346340577,1,0.2676456109620631,0.7551320500951819,1,9.185536736622453,0.1298245965645183,3.576965634634252,1.1557498983177354,0.5276778176659719
75,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,32,2.8510375346340577,1,0.2676456109620631,0.7551320500951819,1,9.185536736622453,0.1298245965645183,3.576965634634252,1.1557498983177354,0.5276778176659719
75,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,33,2.8510375346340577,1,0.2676456109620631,0.7551320500951819,1,9.185536736622453,0.1298245965645183,3.576965634634252,1.1557498983177354,0.5276778176659719
75,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,34,2.7621124351856174,1,2.2210174753144383,0.9283692786400207,1,4.187774690799415,0.24160834594396802,3.016781123249732,1.4184967807261275,1.1684897963689178
75,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,35,2.8510375346340577,1,0.2676456109620631,0.7551320500951819,1,9.185536736622453,0.1298245965645183,3.576965634634252,1.1557498983177354,1.050317154432941
75,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,36,2.8510375346340577,1,0.2676456109620631,0.7551320500951819,1,9.185536736622453,0.1298245965645183,3.576965634634252,1.1557498983177354,1.050317154432941
75,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,37,2.8510375346340577,1,0.2676456109620631,0.7551320500951819,1,9.185536736622453,0.1298245965645183,3.576965634634252,1.1557498983177354,1.050317154432941
75,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,38,2.8510375346340577,1,0.2676456109620631,0.7551320500951819,1,9.185536736622453,0.1298245965645183,3.576965634634252,1.1557498983177354,1.050317154432941
75,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,39,2.8510375346340577,1,0.2676456109620631,0.7551320500951819,1,9.185536736622453,0.1298245965645183,3.576965634634252,1.1557498983177354,1.050317154432941
75,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,40,2.6372199644232186,1,1.2312045717317748,0.7992875733868848,1,6.036977315357923,0.21561191152766623,3.1646524106407674,1.1375044583965583,1.308351052219208
