participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu,beta,kappa1,kappa2,kappa3,w,a,t01,t02,t03
42,DDM,time_scaling_t0,wide,DEoptimR,0.7874039667351215,1,0.6337293902695418,1,1.0445094879103591,1.0120465187514718,0.7626648402257934,2.983356150680344,1.192856163103496,1.3401813432833445,1.359867192527628
