participant_id,model_name,parameterization,bound_settings,algorithm,iter,alpha,mu1,mu2,beta,kappa1,kappa2,kappa3,w,a,t0
51,DDM,time_and_value_scaling,wide,DEoptimR,1,1.2778196706180462,1,1.7424841350875795,0.1454912457172759,1,3.253559411969036,3.266032920219004,0.06147010698550847,8.238335436871042,0.45872248223749923
51,DDM,time_and_value_scaling,wide,DEoptimR,2,1.1706381602236315,1,0.9864850425524881,0.09661061179358513,1,5.671846095601164,3.022357217848522,0.36671378281611255,6.447417031825521,0.17939412273990457
51,DDM,time_and_value_scaling,wide,DEoptimR,3,1.1706381602236315,1,0.9864850425524881,0.09661061179358513,1,5.671846095601164,3.022357217848522,0.36671378281611255,6.447417031825521,0.17939412273990457
51,DDM,time_and_value_scaling,wide,DEoptimR,4,1.1706381602236315,1,0.9864850425524881,0.09661061179358513,1,5.671846095601164,3.022357217848522,0.36671378281611255,6.447417031825521,0.17939412273990457
51,DDM,time_and_value_scaling,wide,DEoptimR,5,0.4837752601171766,1,0.9159568331670016,0.19088189646322135,1,2.342472299165349,0.6822954840026796,0.6041833596649047,1.9202737843249924,0.9051986063772348
51,DDM,time_and_value_scaling,wide,DEoptimR,6,0.4837752601171766,1,0.9159568331670016,0.19088189646322135,1,2.342472299165349,0.6822954840026796,0.6041833596649047,1.9202737843249924,0.9051986063772348
51,DDM,time_and_value_scaling,wide,DEoptimR,7,0.4837752601171766,1,0.9159568331670016,0.19088189646322135,1,2.342472299165349,0.6822954840026796,0.6041833596649047,1.9202737843249924,0.9051986063772348
51,DDM,time_and_value_scaling,wide,DEoptimR,8,0.4847783253071051,1,0.9159568331670016,0.0508915990460191,1,0.8810895823849489,0.7078911203159415,0.41138928854928636,1.9202737843249924,0.9051986063772348
51,DDM,time_and_value_scaling,wide,DEoptimR,9,0.4847783253071051,1,0.9159568331670016,0.0508915990460191,1,0.8810895823849489,0.7078911203159415,0.41138928854928636,1.9202737843249924,0.9051986063772348
51,DDM,time_and_value_scaling,wide,DEoptimR,10,0.4847783253071051,1,0.9159568331670016,0.0508915990460191,1,0.8810895823849489,0.7078911203159415,0.41138928854928636,1.9202737843249924,0.9051986063772348
51,DDM,time_and_value_scaling,wide,DEoptimR,11,0.4847783253071051,1,0.9159568331670016,0.0508915990460191,1,0.8810895823849489,0.7078911203159415,0.41138928854928636,1.9202737843249924,0.9051986063772348
51,DDM,time_and_value_scaling,wide,DEoptimR,12,0.4847783253071051,1,0.9159568331670016,0.0508915990460191,1,0.8810895823849489,0.7078911203159415,0.41138928854928636,1.9202737843249924,0.9051986063772348
51,DDM,time_and_value_scaling,wide,DEoptimR,13,0.4847783253071051,1,0.9159568331670016,0.0508915990460191,1,0.8810895823849489,0.7078911203159415,0.41138928854928636,1.9202737843249924,0.9051986063772348
51,DDM,time_and_value_scaling,wide,DEoptimR,14,0.4847783253071051,1,0.9159568331670016,0.0508915990460191,1,0.8810895823849489,0.7078911203159415,0.41138928854928636,1.9202737843249924,0.9051986063772348
51,DDM,time_and_value_scaling,wide,DEoptimR,15,0.4847783253071051,1,0.9159568331670016,0.0508915990460191,1,0.8810895823849489,0.7078911203159415,0.41138928854928636,1.9202737843249924,0.9051986063772348
51,DDM,time_and_value_scaling,wide,DEoptimR,16,0.4847783253071051,1,0.9159568331670016,0.0508915990460191,1,0.8810895823849489,0.7078911203159415,0.41138928854928636,1.9202737843249924,0.9051986063772348
51,DDM,time_and_value_scaling,wide,DEoptimR,17,0.4847783253071051,1,0.9159568331670016,0.0508915990460191,1,0.8810895823849489,0.7078911203159415,0.41138928854928636,1.9202737843249924,0.9051986063772348
51,DDM,time_and_value_scaling,wide,DEoptimR,18,0.4847783253071051,1,0.9159568331670016,0.0508915990460191,1,0.8810895823849489,0.7078911203159415,0.41138928854928636,1.9202737843249924,0.9051986063772348
51,DDM,time_and_value_scaling,wide,DEoptimR,19,0.8117692610333911,1,1.021598551786495,0.37491318124120826,1,4.184417284669572,3.6880553927801576,0.8570338113937144,1.6769806724111096,1.314301864957022
51,DDM,time_and_value_scaling,wide,DEoptimR,20,0.4847783253071051,1,0.9159568331670016,0.0508915990460191,1,0.8810895823849489,0.7078911203159415,0.41138928854928636,1.9202737843249924,0.9051986063772348
51,DDM,time_and_value_scaling,wide,DEoptimR,21,0.49465293237610286,1,1.194012680213081,0.20974456431560037,1,3.181681093412554,5.763882105238736,0.7756401779706951,4.148143922718412,1.0685666411196106
51,DDM,time_and_value_scaling,wide,DEoptimR,22,0.5822143092934554,1,0.9664063637543502,0.16493628003833888,1,2.5118120569058515,0.8157980865621761,0.745951573675609,3.817749304016734,0.7161784710633655
51,DDM,time_and_value_scaling,wide,DEoptimR,23,0.5822143092934554,1,0.9664063637543502,0.16493628003833888,1,2.5118120569058515,0.8157980865621761,0.745951573675609,3.817749304016734,0.7161784710633655
51,DDM,time_and_value_scaling,wide,DEoptimR,24,0.5822143092934554,1,0.9664063637543502,0.16493628003833888,1,2.5118120569058515,0.8157980865621761,0.745951573675609,3.817749304016734,0.7161784710633655
51,DDM,time_and_value_scaling,wide,DEoptimR,25,1.1337924894055327,1,0.989976478010715,0.1137569877031859,1,2.7425243479266235,3.2235886850422557,0.25548562539030917,3.8310128149979583,1.1315337572863933
