participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu,beta,kappa1,kappa2,w,a,t0
75,DDM,time_scaling,wide,DEoptim,0.7899310681164945,1,0.42844386127699224,1,1.0219712143882536,0.7327070626028342,3.4615698989821397,1.1932113100715434
