participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa,w,theta_star,t01,t02,t03
49,DFT_CRT,value_scaling_t0,wide,DEoptimR,1.5552223508268743,1,1.0011390991838882,1.229548522379493,1,0.7295063241776885,2.48510948878294,1.311538677730032,1.2956000614973555,1.3311524100205436
