participant_id,model_name,parameterization,bound_settings,algorithm,iter,alpha,mu1,mu2,beta,kappa,w,a,t0
89,DDM,value_scaling,wide,DEoptim,1,0.5092348055890762,1,1.1501980852335691,0.24889694209676239,1,0.011447658568136395,1.7362442894403356,0.08866976262070239
89,DDM,value_scaling,wide,DEoptim,2,0.2137384177795612,1,1.1501980852335691,0.24889694209676239,1,0.011447658568136395,1.7362442894403356,0.9691096688620747
89,DDM,value_scaling,wide,DEoptim,3,0.4339803761476651,1,1.1501980852335691,0.24889694209676239,1,0.011447658568136395,1.7362442894403356,0.9691096688620747
89,DDM,value_scaling,wide,DEoptim,4,0.1466874054740186,1,0.2262396827805786,0.18572572722332553,1,0.16035069367773366,7.278789411283844,0.6331781553258187
89,DDM,value_scaling,wide,DEoptim,5,0.19438232390536014,1,0.9324502949640154,0.04774093431578952,1,0.5772061340769148,5.471302074257751,0.28768351410999876
89,DDM,value_scaling,wide,DEoptim,6,0.19438232390536014,1,0.9324502949640154,0.04774093431578952,1,0.5772061340769148,5.471302074257751,0.28768351410999876
89,DDM,value_scaling,wide,DEoptim,7,0.19438232390536014,1,0.9324502949640154,0.04774093431578952,1,0.5772061340769148,5.471302074257751,0.71186976916641
89,DDM,value_scaling,wide,DEoptim,8,0.19438232390536014,1,0.9324502949640154,0.04774093431578952,1,0.5772061340769148,5.471302074257751,0.71186976916641
89,DDM,value_scaling,wide,DEoptim,9,0.19438232390536014,1,0.9324502949640154,0.04774093431578952,1,0.5772061340769148,5.471302074257751,0.71186976916641
89,DDM,value_scaling,wide,DEoptim,10,0.19438232390536014,1,0.9324502949640154,0.04774093431578952,1,0.5772061340769148,5.471302074257751,0.71186976916641
89,DDM,value_scaling,wide,DEoptim,11,0.1466874054740186,1,1.17079424963817,0.18572572722332553,1,0.7171755889495294,4.8440287528228945,0.6331781553258187
89,DDM,value_scaling,wide,DEoptim,12,0.1466874054740186,1,1.17079424963817,0.18572572722332553,1,0.7171755889495294,4.8440287528228945,0.6331781553258187
