participant_id,model_name,parameterization,bound_settings,algorithm,iter,alpha,mu1,mu2,beta,kappa,w,theta_star,t0
67,DFT_CRT,value_scaling,wide,DEoptim,1,2.084101298158057,1,2.2680874939542264,0.07558407274540514,1,0.33055356764905625,10.947446293602697,0.3426998797804117
67,DFT_CRT,value_scaling,wide,DEoptim,2,2.084101298158057,1,1.3453492994885892,1.0489429554739036,1,0.33055356764905625,10.947446293602697,0.3426998797804117
67,DFT_CRT,value_scaling,wide,DEoptim,3,2.084101298158057,1,1.3453492994885892,1.0489429554739036,1,0.33055356764905625,10.947446293602697,0.3426998797804117
67,DFT_CRT,value_scaling,wide,DEoptim,4,2.084101298158057,1,1.3453492994885892,1.0489429554739036,1,0.33055356764905625,10.947446293602697,0.3426998797804117
67,DFT_CRT,value_scaling,wide,DEoptim,5,2.084101298158057,1,1.3453492994885892,1.0489429554739036,1,0.33055356764905625,10.947446293602697,0.3426998797804117
67,DFT_CRT,value_scaling,wide,DEoptim,6,2.084101298158057,1,1.3453492994885892,1.0489429554739036,1,0.33055356764905625,10.947446293602697,0.3426998797804117
67,DFT_CRT,value_scaling,wide,DEoptim,7,0.752555080158636,1,1.0627842473331839,0.31737471231697123,1,0.5848821544862864,4.033262867923083,0.5511220132852901
67,DFT_CRT,value_scaling,wide,DEoptim,8,0.752555080158636,1,1.0627842473331839,0.31737471231697123,1,0.5848821544862864,4.033262867923083,0.5511220132852901
67,DFT_CRT,value_scaling,wide,DEoptim,9,0.752555080158636,1,1.0627842473331839,0.31737471231697123,1,0.5848821544862864,4.033262867923083,0.5511220132852901
67,DFT_CRT,value_scaling,wide,DEoptim,10,2.351554520943351,1,1.3453492994885892,1.0489429554739036,1,0.33055356764905625,5.625378973421796,0.6974734090950336
67,DFT_CRT,value_scaling,wide,DEoptim,11,2.351554520943351,1,1.3453492994885892,1.0489429554739036,1,0.33055356764905625,5.625378973421796,0.6974734090950336
67,DFT_CRT,value_scaling,wide,DEoptim,12,2.351554520943351,1,1.3747146454455703,0.7984644656342812,1,0.33055356764905625,5.625378973421796,0.6974734090950336
67,DFT_CRT,value_scaling,wide,DEoptim,13,2.351554520943351,1,1.3747146454455703,0.7984644656342812,1,0.33055356764905625,5.625378973421796,0.6974734090950336
67,DFT_CRT,value_scaling,wide,DEoptim,14,2.351554520943351,1,1.3747146454455703,0.7984644656342812,1,0.33055356764905625,5.625378973421796,0.6974734090950336
67,DFT_CRT,value_scaling,wide,DEoptim,15,2.351554520943351,1,1.3747146454455703,0.7984644656342812,1,0.33055356764905625,5.625378973421796,0.6974734090950336
67,DFT_CRT,value_scaling,wide,DEoptim,16,2.4022133035124744,1,1.3189433719376473,1.187384984437759,1,0.32906270910566615,4.033262867923083,0.5511220132852901
67,DFT_CRT,value_scaling,wide,DEoptim,17,2.4022133035124744,1,1.3189433719376473,1.187384984437759,1,0.32906270910566615,4.033262867923083,0.5511220132852901
67,DFT_CRT,value_scaling,wide,DEoptim,18,2.4022133035124744,1,1.3189433719376473,1.187384984437759,1,0.32906270910566615,4.033262867923083,0.5511220132852901
67,DFT_CRT,value_scaling,wide,DEoptim,19,2.4022133035124744,1,1.3189433719376473,1.187384984437759,1,0.32906270910566615,4.033262867923083,0.5511220132852901
67,DFT_CRT,value_scaling,wide,DEoptim,20,2.4022133035124744,1,1.3189433719376473,1.187384984437759,1,0.32906270910566615,4.033262867923083,0.5511220132852901
67,DFT_CRT,value_scaling,wide,DEoptim,21,2.451412056552712,1,0.7550989561714232,1.5867920236513018,1,0.6027630971606401,3.147412957288006,1.003755179804284
67,DFT_CRT,value_scaling,wide,DEoptim,22,2.451412056552712,1,0.7550989561714232,1.5867920236513018,1,0.6027630971606401,3.147412957288006,1.003755179804284
67,DFT_CRT,value_scaling,wide,DEoptim,23,2.385118311945178,1,1.173961782362312,0.4621704909262619,1,0.4980689300425037,2.8893899317111766,1.358401008680893
67,DFT_CRT,value_scaling,wide,DEoptim,24,2.385118311945178,1,1.4682727658719394,0.4621704909262619,1,0.4980689300425037,2.8893899317111766,1.358401008680893
67,DFT_CRT,value_scaling,wide,DEoptim,25,2.385118311945178,1,1.4682727658719394,0.4621704909262619,1,0.4980689300425037,2.8893899317111766,1.358401008680893
67,DFT_CRT,value_scaling,wide,DEoptim,26,2.385118311945178,1,1.4682727658719394,0.4621704909262619,1,0.4980689300425037,2.8893899317111766,1.358401008680893
67,DFT_CRT,value_scaling,wide,DEoptim,27,2.385118311945178,1,1.4682727658719394,1.4327341891638936,1,0.4980689300425037,2.8893899317111766,1.358401008680893
67,DFT_CRT,value_scaling,wide,DEoptim,28,2.385118311945178,1,1.4682727658719394,1.4327341891638936,1,0.4980689300425037,2.8893899317111766,1.358401008680893
67,DFT_CRT,value_scaling,wide,DEoptim,29,2.385118311945178,1,1.4682727658719394,1.4327341891638936,1,0.4980689300425037,2.8893899317111766,1.358401008680893
67,DFT_CRT,value_scaling,wide,DEoptim,30,2.385118311945178,1,1.4682727658719394,1.4327341891638936,1,0.4980689300425037,2.8893899317111766,1.358401008680893
67,DFT_CRT,value_scaling,wide,DEoptim,31,2.385118311945178,1,1.4682727658719394,1.4327341891638936,1,0.4980689300425037,2.8893899317111766,1.358401008680893
67,DFT_CRT,value_scaling,wide,DEoptim,32,2.385118311945178,1,1.4682727658719394,1.4327341891638936,1,0.4980689300425037,2.8893899317111766,1.3694325526364235
67,DFT_CRT,value_scaling,wide,DEoptim,33,2.385118311945178,1,1.4682727658719394,1.4327341891638936,1,0.4980689300425037,2.8893899317111766,1.3694325526364235
