participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa1,kappa2,w,a,t0
33,DDM,time_and_value_scaling,wide,DEoptim,0.32742351418678417,1,1.0753680270679804,1.3092316471010157,1,0.6486750692846506,0.9960452461419524,4.326664695538616,1.1014183492386453
