participant_id,model_name,parameterization,bound_settings,algorithm,iter,alpha,mu,beta,kappa1,kappa2,w,a,t0
25,DDM,time_scaling,wide,DEoptimR,1,1.156364091616124,1,0.7340017918730155,1,2.590945390984416,0.7778779186753416,3.1519188994050493,0.9486284541548231
25,DDM,time_scaling,wide,DEoptimR,2,0.9983450341713616,1,0.5201357881282457,1,3.348215124350147,0.9300499586972875,4.96624374103467,1.281317405832657
25,DDM,time_scaling,wide,DEoptimR,3,0.7708738002879546,1,0.6835069703147747,1,0.5084971780888736,0.9852535354685316,4.123429732893827,1.2331449578865432
25,DDM,time_scaling,wide,DEoptimR,4,0.7851260393299163,1,0.13287923367724136,1,1.417994569055736,0.4923029451596551,5.174525159629062,0.8633814531145618
25,DDM,time_scaling,wide,DEoptimR,5,0.7851260393299163,1,0.13287923367724136,1,1.417994569055736,0.4923029451596551,5.174525159629062,0.8633814531145618
25,DDM,time_scaling,wide,DEoptimR,6,0.7851260393299163,1,0.13287923367724136,1,1.417994569055736,0.4923029451596551,5.174525159629062,0.8633814531145618
25,DDM,time_scaling,wide,DEoptimR,7,0.7851260393299163,1,0.13287923367724136,1,1.417994569055736,0.4923029451596551,5.174525159629062,0.8633814531145618
25,DDM,time_scaling,wide,DEoptimR,8,0.7851260393299163,1,0.13287923367724136,1,1.417994569055736,0.4923029451596551,5.174525159629062,0.8633814531145618
25,DDM,time_scaling,wide,DEoptimR,9,0.7851260393299163,1,0.13287923367724136,1,1.417994569055736,0.4923029451596551,5.174525159629062,0.8633814531145618
25,DDM,time_scaling,wide,DEoptimR,10,0.7851260393299163,1,0.13287923367724136,1,1.417994569055736,0.4923029451596551,5.174525159629062,0.8633814531145618
25,DDM,time_scaling,wide,DEoptimR,11,0.7851260393299163,1,0.13287923367724136,1,1.417994569055736,0.4923029451596551,5.174525159629062,0.8633814531145618
25,DDM,time_scaling,wide,DEoptimR,12,1.112803544353714,1,0.4169999550859201,1,0.905404515180706,0.3602680451459759,3.466187919245253,0.7924039046291366
25,DDM,time_scaling,wide,DEoptimR,13,1.0293380963246581,1,0.34673912990915745,1,1.171699345785901,0.5068610435774195,4.072043498790557,1.2187902001407325
25,DDM,time_scaling,wide,DEoptimR,14,1.0293380963246581,1,0.34673912990915745,1,1.171699345785901,0.5068610435774195,4.072043498790557,1.2187902001407325
25,DDM,time_scaling,wide,DEoptimR,15,1.0293380963246581,1,0.34673912990915745,1,1.171699345785901,0.5068610435774195,4.072043498790557,1.2187902001407325
25,DDM,time_scaling,wide,DEoptimR,16,1.0293380963246581,1,0.34673912990915745,1,1.171699345785901,0.5068610435774195,4.072043498790557,1.2187902001407325
25,DDM,time_scaling,wide,DEoptimR,17,1.0293380963246581,1,0.34673912990915745,1,1.171699345785901,0.5068610435774195,4.072043498790557,1.2187902001407325
25,DDM,time_scaling,wide,DEoptimR,18,1.0293380963246581,1,0.328467891090166,1,1.171699345785901,0.5068610435774195,3.801689348362867,1.19339400699891
25,DDM,time_scaling,wide,DEoptimR,19,1.0293380963246581,1,0.328467891090166,1,1.171699345785901,0.5068610435774195,3.801689348362867,1.19339400699891
25,DDM,time_scaling,wide,DEoptimR,20,1.0293380963246581,1,0.328467891090166,1,1.171699345785901,0.5068610435774195,3.801689348362867,1.19339400699891
25,DDM,time_scaling,wide,DEoptimR,21,1.0293380963246581,1,0.328467891090166,1,1.171699345785901,0.5068610435774195,3.801689348362867,1.19339400699891
25,DDM,time_scaling,wide,DEoptimR,22,1.0293380963246581,1,0.328467891090166,1,1.171699345785901,0.5068610435774195,3.801689348362867,1.19339400699891
25,DDM,time_scaling,wide,DEoptimR,23,1.0293380963246581,1,0.328467891090166,1,1.171699345785901,0.5068610435774195,3.801689348362867,1.19339400699891
25,DDM,time_scaling,wide,DEoptimR,24,1.0293380963246581,1,0.328467891090166,1,1.171699345785901,0.5068610435774195,3.801689348362867,1.19339400699891
25,DDM,time_scaling,wide,DEoptimR,25,1.1510226350277628,1,0.1604532291156036,1,0.7741708698092269,0.18610538598914672,3.5317323068587974,1.1999270838593012
