participant_id,model_name,parameterization,bound_settings,algorithm,iter,alpha,mu1,mu2,beta,kappa1,kappa2,w,a,t0
38,DDM,time_and_value_scaling,wide,DEoptim,1,0.45891922527924184,1,0.4714149381034076,0.486903747105971,1,1.093854014761746,0.7607095124608605,8.507752334603573,1.1576433351030575
38,DDM,time_and_value_scaling,wide,DEoptim,2,0.3455294293584303,1,2.7751259619835764,0.16204065624857322,1,3.8137713517062366,0.8759358464066918,1.6769436777054798,0.8302617942076178
38,DDM,time_and_value_scaling,wide,DEoptim,3,0.3455294293584303,1,2.7751259619835764,0.16204065624857322,1,3.7457164651714265,0.7695770970640118,1.6769436777054798,0.8302617942076178
38,DDM,time_and_value_scaling,wide,DEoptim,4,0.12533532820176335,1,2.0497947565745562,0.23541310131317006,1,2.0329291424714033,0.7057891957203718,3.4729449029967654,1.4025996220647359
38,DDM,time_and_value_scaling,wide,DEoptim,5,0.12533532820176335,1,2.0497947565745562,0.23541310131317006,1,2.0329291424714033,0.7057891957203718,3.4729449029967654,1.4025996220647359
38,DDM,time_and_value_scaling,wide,DEoptim,6,0.12533532820176335,1,2.0497947565745562,0.23541310131317006,1,2.0329291424714033,0.7057891957203718,3.4729449029967654,1.4025996220647359
38,DDM,time_and_value_scaling,wide,DEoptim,7,0.3455294293584303,1,2.7751259619835764,0.16204065624857322,1,3.7457164651714265,0.8413203305798719,4.785750543573302,0.8302617942076178
38,DDM,time_and_value_scaling,wide,DEoptim,8,0.3455294293584303,1,2.7751259619835764,0.16204065624857322,1,3.7457164651714265,0.8413203305798719,4.785750543573302,0.8302617942076178
38,DDM,time_and_value_scaling,wide,DEoptim,9,0.3455294293584303,1,2.7751259619835764,0.16204065624857322,1,3.7457164651714265,0.8413203305798719,4.785750543573302,0.8302617942076178
38,DDM,time_and_value_scaling,wide,DEoptim,10,0.3455294293584303,1,2.7751259619835764,0.16204065624857322,1,3.7457164651714265,0.8413203305798719,4.785750543573302,0.8302617942076178
38,DDM,time_and_value_scaling,wide,DEoptim,11,0.3455294293584303,1,2.7751259619835764,0.16204065624857322,1,3.7457164651714265,0.8413203305798719,4.785750543573302,0.8302617942076178
38,DDM,time_and_value_scaling,wide,DEoptim,12,0.3455294293584303,1,2.7751259619835764,0.16204065624857322,1,3.7457164651714265,0.8413203305798719,4.785750543573302,0.8302617942076178
38,DDM,time_and_value_scaling,wide,DEoptim,13,0.3455294293584303,1,2.7751259619835764,0.16204065624857322,1,3.7457164651714265,0.8413203305798719,4.785750543573302,0.8302617942076178
38,DDM,time_and_value_scaling,wide,DEoptim,14,0.3455294293584303,1,2.7751259619835764,0.16204065624857322,1,3.7457164651714265,0.8413203305798719,4.785750543573302,0.8302617942076178
38,DDM,time_and_value_scaling,wide,DEoptim,15,0.5076742719812319,1,2.161193730234504,0.4910141912098057,1,1.1288397330135103,0.7231331750803767,2.4906473111365384,1.2280597647671587
38,DDM,time_and_value_scaling,wide,DEoptim,16,0.09661061179358513,1,2.0964387595089375,0.2957896827398798,1,0.005961824304610008,0.9001431589000211,2.7514234634918235,0.5706124219228514
38,DDM,time_and_value_scaling,wide,DEoptim,17,0.5552029146623884,1,2.1754935660555215,0.5232868133531884,1,5.024595325812697,0.8761392658066183,4.2427278731874125,1.2244322439795512
38,DDM,time_and_value_scaling,wide,DEoptim,18,0.5927977265091613,1,1.6622008264213801,0.37325047553051266,1,1.7788705031760026,0.6044794056964783,3.523259182147392,1.3288029582728633
38,DDM,time_and_value_scaling,wide,DEoptim,19,0.153732502997376,1,2.0964387595089375,0.2952237140459828,1,0.005961824304610008,0.9001431589000211,2.7514234634918235,0.9676132098392316
38,DDM,time_and_value_scaling,wide,DEoptim,20,0.153732502997376,1,2.0964387595089375,0.2952237140459828,1,0.005961824304610008,0.9001431589000211,2.7514234634918235,0.9676132098392316
38,DDM,time_and_value_scaling,wide,DEoptim,21,0.153732502997376,1,0.42600053911177804,0.2952237140459828,1,0.005961824304610008,0.9001431589000211,2.7514234634918235,0.9676132098392316
38,DDM,time_and_value_scaling,wide,DEoptim,22,0.153732502997376,1,0.42600053911177804,0.2952237140459828,1,0.005961824304610008,0.9001431589000211,2.7514234634918235,0.9676132098392316
38,DDM,time_and_value_scaling,wide,DEoptim,23,0.153732502997376,1,0.42600053911177804,0.2952237140459828,1,0.005961824304610008,0.9001431589000211,2.7514234634918235,0.9676132098392316
38,DDM,time_and_value_scaling,wide,DEoptim,24,0.1886861009822175,1,0.7984923350887798,0.41097663195198464,1,1.3457426565702044,0.9901565579385929,2.692296242419074,1.2955218565363975
38,DDM,time_and_value_scaling,wide,DEoptim,25,0.1886861009822175,1,0.7984923350887798,0.41097663195198464,1,1.3457426565702044,0.9901565579385929,2.692296242419074,1.2955218565363975
38,DDM,time_and_value_scaling,wide,DEoptim,26,0.1886861009822175,1,0.7984923350887798,0.41097663195198464,1,1.3457426565702044,0.9901565579385929,2.692296242419074,1.2955218565363975
38,DDM,time_and_value_scaling,wide,DEoptim,27,0.1886861009822175,1,0.7984923350887798,0.41097663195198464,1,1.3457426565702044,0.9901565579385929,2.692296242419074,1.2955218565363975
