participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa,w,theta_star,t0
74,DFT_CRT,value_scaling,wide,DEoptim,0.7653898061585345,1,0.8700735179392437,0.6660677549964356,1,0.8270438081491286,2.569328629149237,1.3780834854620039
