participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa,w,a,t01,t02,t03
69,DDM,value_scaling_t0,wide,DEoptim,0.3358373798159028,1,1.05711458813839,0.5591247320056477,1,0.9033001960186167,2.86683598741499,1.3547954632044434,1.3233144115486595,1.4692883754853832
