participant_id,model_name,parameterization,bound_settings,algorithm,iter,alpha,mu,beta,kappa1,kappa2,kappa3,w,a,t01,t02,t03
21,DDM,time_scaling_t0,wide,DEoptimR,1,0.31168504002736885,1,0.7646328639541753,1,4.873233309481293,6.307433375623077,0.949588725995278,3.1752499460122006,0.9977723570553467,0.809972246340476,0.6035524552247973
21,DDM,time_scaling_t0,wide,DEoptimR,2,0.2185076323268004,1,0.6724040286196397,1,1.9600678766660797,1.7786779208108783,0.9962634972617007,6.01167553309458,0.30593442175822194,0.43897285180864865,0.18900521779432894
21,DDM,time_scaling_t0,wide,DEoptimR,3,0.2185076323268004,1,0.6724040286196397,1,1.9600678766660797,1.7786779208108783,0.9962634972617007,6.01167553309458,0.30593442175822194,0.43897285180864865,0.18900521779432894
21,DDM,time_scaling_t0,wide,DEoptimR,4,0.2185076323268004,1,0.6724040286196397,1,1.9600678766660797,4.493820780065207,0.9962634972617007,6.01167553309458,0.30593442175822194,0.43897285180864865,0.18900521779432894
21,DDM,time_scaling_t0,wide,DEoptimR,5,0.3285078276526863,1,0.954087587165128,1,3.9546225465094182,3.3605859870949586,0.9981267486308504,8.759557709374699,0.17796721087911097,0.7931668855555056,0.8717366612327613
21,DDM,time_scaling_t0,wide,DEoptimR,6,0.18949756797047718,1,0.7522230107512728,1,5.319674574371497,0.7520381044969038,0.9874260606452251,7.523171753089708,1.0817987807885776,0.39380817176000793,1.1612568525421552
21,DDM,time_scaling_t0,wide,DEoptimR,7,0.16925391382634317,1,1.091017153465814,1,2.128369591992211,4.592484686491769,0.9990583743154252,9.379778854687348,0.11398360543955549,0.42933286883710686,0.49899268637129285
21,DDM,time_scaling_t0,wide,DEoptimR,8,0.36705806214944464,1,0.6511336262695118,1,4.398026044946164,1.880761196838019,0.976087298615491,7.862841846717437,0.7715017752237786,2.1085020379279737,0.08851522257667599
21,DDM,time_scaling_t0,wide,DEoptimR,9,0.46073349734970126,1,0.06994717277236706,1,0.9220212251012891,7.108814127858251,0.6725497766174221,7.788026514075382,0.9977029019512321,1.3611582736747623,1.3682248489326554
21,DDM,time_scaling_t0,wide,DEoptimR,10,0.46073349734970126,1,0.06994717277236706,1,0.9220212251012891,7.108814127858251,0.6725497766174221,7.788026514075382,0.9977029019512321,1.3611582736747623,1.3682248489326554
21,DDM,time_scaling_t0,wide,DEoptimR,11,0.46073349734970126,1,0.06994717277236706,1,0.9220212251012891,7.108814127858251,0.6725497766174221,7.788026514075382,0.9977029019512321,1.3611582736747623,1.3682248489326554
21,DDM,time_scaling_t0,wide,DEoptimR,12,0.46073349734970126,1,0.06994717277236706,1,0.9220212251012891,7.108814127858251,0.6725497766174221,7.788026514075382,0.9977029019512321,1.3611582736747623,1.3682248489326554
21,DDM,time_scaling_t0,wide,DEoptimR,13,0.46073349734970126,1,0.06994717277236706,1,0.9220212251012891,7.108814127858251,0.6725497766174221,7.788026514075382,0.9977029019512321,1.3611582736747623,1.3682248489326554
21,DDM,time_scaling_t0,wide,DEoptimR,14,0.46073349734970126,1,0.06994717277236706,1,0.9220212251012891,7.108814127858251,0.6725497766174221,7.788026514075382,0.9977029019512321,1.3611582736747623,1.3682248489326554
21,DDM,time_scaling_t0,wide,DEoptimR,15,0.46073349734970126,1,0.06994717277236706,1,0.9220212251012891,7.108814127858251,0.6725497766174221,7.788026514075382,0.9977029019512321,1.3611582736747623,1.3682248489326554
21,DDM,time_scaling_t0,wide,DEoptimR,16,0.46073349734970126,1,0.35804414394910955,1,0.9220212251012891,5.788856265130905,0.9207665113126062,7.788026514075382,0.9977029019512321,1.3611582736747623,1.1821278540414548
21,DDM,time_scaling_t0,wide,DEoptimR,17,0.46073349734970126,1,0.35804414394910955,1,0.9220212251012891,5.788856265130905,0.9207665113126062,7.788026514075382,0.9977029019512321,1.3611582736747623,1.1821278540414548
21,DDM,time_scaling_t0,wide,DEoptimR,18,0.6749956206781085,1,0.07541467031384938,1,0.6229814373336238,0.3802268537050866,0.21394718411270008,6.506680749947845,0.9978959095581386,1.333744067181582,0.9139468876692602
21,DDM,time_scaling_t0,wide,DEoptimR,19,0.6749956206781085,1,0.07541467031384938,1,0.6229814373336238,0.3802268537050866,0.21394718411270008,6.506680749947845,0.9978959095581386,1.333744067181582,0.9139468876692602
21,DDM,time_scaling_t0,wide,DEoptimR,20,0.6749956206781085,1,0.07541467031384938,1,0.6229814373336238,0.3802268537050866,0.21394718411270008,6.506680749947845,0.9978959095581386,1.333744067181582,0.9139468876692602
21,DDM,time_scaling_t0,wide,DEoptimR,21,0.6893929793072171,1,0.09273699479505318,1,3.706959889825062,3.605786635921887,0.48581764177670883,4.77716775872234,1.289556158780159,1.0585984721299337,0.7725734411898156
21,DDM,time_scaling_t0,wide,DEoptimR,22,0.6893929793072171,1,0.09273699479505318,1,3.706959889825062,3.605786635921887,0.48581764177670883,4.77716775872234,1.289556158780159,1.0585984721299337,0.7725734411898156
21,DDM,time_scaling_t0,wide,DEoptimR,23,0.6893929793072171,1,0.09273699479505318,1,3.706959889825062,3.605786635921887,0.48581764177670883,4.77716775872234,1.289556158780159,1.0585984721299337,0.7725734411898156
21,DDM,time_scaling_t0,wide,DEoptimR,24,0.6510107499887752,1,0.04681748746726381,1,0.9450748456497433,0.9059319898018342,0.21505526067309902,6.212735676547093,1.0029520173145479,1.2069855156610316,0.8430701281853763
21,DDM,time_scaling_t0,wide,DEoptimR,25,0.6510107499887752,1,0.04681748746726381,1,0.9450748456497433,0.9059319898018342,0.21505526067309902,6.212735676547093,1.0029520173145479,1.2069855156610316,0.8430701281853763
