participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa,w,theta_star,t01,t02
35,DFT_CRT,value_scaling_t0,wide,DEoptimR,0.9304525159395158,1,0.9241382167679986,0.5780376264193433,1,0.4340747040462895,3.9974845445131177,1.442507880267184,1.4582101424457128
