participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu,beta,kappa1,kappa2,kappa3,w,a,t01,t02,t03
13,DDM,time_scaling_t0,wide,DEoptimR,1.9573333739343814,1,0.12809785724060962,1,1.009896810803542,0.8441154485307463,0.001887059417301582,2.4799729622722277,1.2992895611089532,1.3781106732349397,1.338439935526304
