participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa1,kappa2,w,a,t01,t02
65,DDM,time_and_value_scaling_t0,wide,DEoptim,0.5742888625855715,1,1.1369167728964162,0.6140772705766316,1,1.0183310493044684,0.8649787069287009,2.8246731885021257,1.3424669254481056,1.3109317844531883
