participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu,beta,kappa1,kappa2,kappa3,w,theta_star,t01,t02,t03
19,DFT_CRT,time_scaling_t0,wide,DEoptimR,0.973894912126094,1,0.428117779944031,1,7.971975545754659,1.2639517985086972,0.7187698606042691,3.073739127745889,1.3143329499660708,1.28262215441978,1.297109497856771
