participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa1,kappa2,kappa3,w,a,t0
21,DDM,time_and_value_scaling,wide,DEoptimR,0.7882288812406452,1,0.9916626281452988,0.34458421025888164,1,1.012001331947272,0.9108617837188826,0.22878072700692603,3.393492363547453,1.3330923121358598
