participant_id,model_name,parameterization,bound_settings,algorithm,iter,alpha,mu1,mu2,beta,kappa1,kappa2,kappa3,w,theta_star,t01,t02,t03
19,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,1,1.852865331133362,1,0.5092779023107141,0.1902061708713882,1,0.9497047355398536,8.53032696293667,0.46251299911487387,5.600885037791449,0.5629599530715496,0.4852044602390379,0.713999649102334
19,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,2,1.852865331133362,1,0.5092779023107141,0.1902061708713882,1,0.9497047355398536,8.53032696293667,0.46251299911487387,5.600885037791449,0.5629599530715496,0.4852044602390379,0.713999649102334
19,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,3,1.852865331133362,1,0.5092779023107141,0.1902061708713882,1,6.758516984991729,8.53032696293667,0.46251299911487387,5.600885037791449,0.5629599530715496,0.4852044602390379,0.713999649102334
19,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,4,1.852865331133362,1,0.5347226342093199,0.1902061708713882,1,6.758516984991729,8.53032696293667,0.46251299911487387,5.600885037791449,0.5629599530715496,0.4852044602390379,0.713999649102334
19,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,5,1.5624774393397385,1,1.1798048517666757,0.04419928310438991,1,0.7518926099874079,0.2487967349588871,0.37431857878523883,6.54072390587069,1.1989168143365534,0.05346318556694314,0.35278617113344374
19,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,6,1.5624774393397385,1,1.1798048517666757,0.04419928310438991,1,0.7518926099874079,0.2487967349588871,0.37431857878523883,6.54072390587069,1.1989168143365534,0.05346318556694314,0.35278617113344374
19,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,7,1.5624774393397385,1,1.1798048517666757,0.04419928310438991,1,0.7518926099874079,0.2487967349588871,0.37431857878523883,6.54072390587069,1.1989168143365534,0.05346318556694314,0.35278617113344374
19,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,8,1.5624774393397385,1,1.1798048517666757,0.09221356353536245,1,0.7518926099874079,0.2487967349588871,0.37431857878523883,6.54072390587069,1.1989168143365534,0.05346318556694314,0.35278617113344374
19,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,9,1.852865331133362,1,0.9734493795018644,0.1902061708713882,1,6.758516984991729,8.53032696293667,0.46251299911487387,5.600885037791449,0.5629599530715496,0.4852044602390379,0.713999649102334
19,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,10,1.852865331133362,1,0.9734493795018644,0.1902061708713882,1,6.758516984991729,8.53032696293667,0.46251299911487387,5.600885037791449,0.5629599530715496,0.4852044602390379,0.713999649102334
19,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,11,1.852865331133362,1,0.9734493795018644,0.1902061708713882,1,6.758516984991729,7.958905597571284,0.46251299911487387,5.600885037791449,0.5629599530715496,0.4852044602390379,0.713999649102334
19,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,12,2.9734119928465224,1,1.780821793667972,0.08143900375347585,1,9.45292372489348,1.7630606144666672,0.4002610233245913,2.9650867416374576,0.9181333974702285,0.621191381623335,1.0051854970145104
19,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,13,2.9734119928465224,1,1.780821793667972,0.08143900375347585,1,9.45292372489348,1.7630606144666672,0.4002610233245913,2.9650867416374576,0.9181333974702285,0.621191381623335,1.0051854970145104
19,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,14,2.9734119928465224,1,1.661547754805088,0.4896182690000908,1,9.45292372489348,1.7630606144666672,0.4002610233245913,2.9650867416374576,0.9181333974702285,0.621191381623335,1.0051854970145104
