participant_id,model_name,parameterization,bound_settings,algorithm,iter,alpha,mu1,mu2,beta,kappa,w,a,t0
32,DDM,value_scaling,wide,DEoptimR,1,0.7708738002879546,1,0.6757595019880682,0.16204065624857322,1,0.28610194918469994,4.123429732893827,1.2331449578865432
32,DDM,value_scaling,wide,DEoptimR,2,0.10987198931397871,1,2.0632910273748792,0.03663666486329221,1,0.8188974196958263,5.217316509772326,0.6959651845759772
32,DDM,value_scaling,wide,DEoptimR,3,0.10987198931397871,1,2.0632910273748792,0.03663666486329221,1,0.8188974196958263,5.217316509772326,0.6959651845759772
32,DDM,value_scaling,wide,DEoptimR,4,0.10987198931397871,1,2.0632910273748792,0.03663666486329221,1,0.8188974196958263,5.217316509772326,0.6959651845759772
32,DDM,value_scaling,wide,DEoptimR,5,0.10987198931397871,1,2.0632910273748792,0.03663666486329221,1,0.8188974196958263,5.217316509772326,0.6959651845759772
32,DDM,value_scaling,wide,DEoptimR,6,0.36685988546823656,1,1.5171838588758804,0.2683613490967616,1,0.7747324418835193,3.33301182044507,0.21293116892312458
32,DDM,value_scaling,wide,DEoptimR,7,0.36685988546823656,1,1.5171838588758804,0.2683613490967616,1,0.7747324418835193,3.33301182044507,0.21293116892312458
32,DDM,value_scaling,wide,DEoptimR,8,0.03496799732849468,1,0.7485695627027042,0.45384603260141726,1,0.9242031965753359,4.221081793078901,0.351172326045787
32,DDM,value_scaling,wide,DEoptimR,9,0.03496799732849468,1,0.7485695627027042,0.45384603260141726,1,0.9242031965753359,4.221081793078901,0.351172326045787
32,DDM,value_scaling,wide,DEoptimR,10,0.03496799732849468,1,0.7485695627027042,0.45384603260141726,1,0.9242031965753359,4.221081793078901,0.351172326045787
32,DDM,value_scaling,wide,DEoptimR,11,0.03496799732849468,1,0.7485695627027042,0.45384603260141726,1,0.9242031965753359,4.221081793078901,0.351172326045787
32,DDM,value_scaling,wide,DEoptimR,12,0.03496799732849468,1,0.7485695627027042,0.07007309146861457,1,0.9242031965753359,4.221081793078901,0.351172326045787
32,DDM,value_scaling,wide,DEoptimR,13,0.03496799732849468,1,0.7485695627027042,0.07007309146861457,1,0.9242031965753359,4.221081793078901,0.351172326045787
32,DDM,value_scaling,wide,DEoptimR,14,0.03496799732849468,1,0.7485695627027042,0.07007309146861457,1,0.9242031965753359,4.221081793078901,0.351172326045787
